Category,SubCategory,CatID,CatShort,Explanations,Explanations_zh,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,,
ICE,MOVEMENT,ICEMvmt,ICE,"Ice sliding or rattling, maybe an object sliding across ice. See also ICE-HANDLE.",冰在滑动或发出嘎嘎声，可能是一个物体在冰上滑动。另请参见冰柄。,"Calve, Calving, Cube, Drag, Drift, Float, Floating, Floe, Flow, Glide, Ice, Icicle, Move, Pile, Rattle, Roll, Shake, Shear, Shearing, Skid, Slide, Slip, Slither",冰,移动,拖动、滚动、晃动、摇晃,,
ICE,TONAL,ICETonl,ICE,"Tonal ice sounds, probably fairly rare, but that ice ping on a frozen lake would be one example.",有色调的冰声，可能相当罕见，但冰冻湖上的冰声就是一个例子。,"Bowed, Cube, Frequency, Harmonic, Ice, Icicle, Melodic, Melodious, Musical, Ping, Pitch, Resonance, Resonant, Ring, Shing, Sonorous, Sound, Timbre, Tonal, Tone",冰,音乐性,弓、回响、余音,,
LASERS,BEAM,LASRBeam,LASR,"Steady laser beams, not a laser gun. So a James Bond style laser, a scientific laser.",稳定的激光束，而不是激光枪。所以詹姆斯·邦德风格的激光，一种科学激光。,"Beam, Blast, Bolt, Emission, Energy, Flash, Gamma, Glare, Gleam, Laser, Lidar, Light, Maser, Projection, Pulse, Radiation, Ray, Shine, Spark, Stream",激光,光束,光束、伽马、射线,,
LASERS,GUN,LASRGun,LASR,"Classic laser guns, blasters, laser cannons. That thing that Ben Burtt made famous.",经典激光枪、爆能枪、激光炮。本·伯特 (Ben Burtt) 使之出名的那件事。,"Beam, Blaster, Cannon, Phaser, Plasma, Ray, Weapon",激光,武器,等离子武器、冲击波、激光炮,,
LASERS,IMPACT,LASRImpt,LASR,"Classic laser impact sounds, from blaster hits.",来自爆能枪的经典激光撞击声。,"Beam, Blast, Blaster, Burst, Explode, Hit, Impact, Ray, Sizzle, Strike",激光,打击,激光、冲击波、冲击、打击、嘶嘶声,,
LASERS,MISC,LASRMisc,LASR,Laser sounds not fitting another category in this list.,不适合归入本列表其他子类的激光类音效。,"Beam, Miscellaneous, Ray",激光,其它,各种各样的,,
LEATHER,CREAK,LETHRCreak,LETHR,"Leather creaks, jacket and bag creaks, saddle movements. Any creaking leather.",皮革吱吱作响，夹克和包包吱吱作响，马鞍运动。任何嘎吱作响的皮革。,"Cowhide, Creak, Deerskin, Groan, Hide, Nubuck, Pigskin, Saddle, Sheepskin, Squeak, Stress, Stretch, Suede, Tension",皮革,嘎吱,吱吱声、嘎吱声、挤压、紧绷,,
LEATHER,HANDLE,LETHRHndl,LETHR,"Leather handling, picking up a leather bag, putting on a leather jacket maybe. Some overlap with LEATHER-MOVEMENT possible.",处理皮革，拿起皮包，也许穿上皮夹克。可能与皮革运动有些重叠。,"Carry, Catch, Clasp, Clench, Clutch, Cowhide, Deerskin, Down, Embrace, Grab,  Grasp, Grip, Handle, Hide, Hold, Nubuck, Pickup, Pigskin, Seize, Set, Sheepskin, Suede, Take, Throw, Toss, Wield",皮革,抓取,拿、抓、放置、捡起、放下、扔、接,,
LEATHER,IMPACT,LETHRImpt,LETHR,"Hits and impacts of leather, leather bag or saddle dropping.",皮革、皮包或马鞍掉落的撞击和撞击。,"Bang, Banging, Bump, Clap, Collide, Colliding, Cowhide, Crash, Crashing, Deerskin, Grab, Hide, Hit, Hitting, Impact, Impacting, Nubuck, Pigskin, Pound, Punch, Ram, Sheepskin, Slam, Slamming, Smack, Smacking, Strike, Striking, Suede, Thrust, Thud, Thump, Whack",皮革,打击,击中、撞击、抓住、砰的一声、撞击声,,
LEATHER,MISC,LETHRMisc,LETHR,Leather sounds not fitting another category in this list.,不适合归入本列表其他子类的皮革类音效。,"Animal, Cowhide, Deerskin, Goatskin, Hide, Lambskin, Leather, Miscellaneous, Nubuck, Pigskin, Rawhide, Sheepskin, Skin, Suede",皮革,其它,各种各样的,,
LEATHER,MOVEMENT,LETHRMvmt,LETHR,"Movement of Leather, definitely overlap with LEATHER-CREAK and LEATHER-HANDLE.",皮革的运动，绝对与 LEATHER-CREAK 和 LEATHER-HANDLE 重叠。,"Bend, Cowhide, Deerskin, Flap, Flex, Flop, Hide, Maneuver, Movement, Nubuck, Pigskin, Rotate, Rustle, Sheepskin, Slide, Stretch, Suede, Sway, Swing, Turn, Twist",皮革,移动,扇动、抖动、沙沙声、移动、滑动,,
LIQUID & MUD,BUBBLES,LIQBubl,LIQ,"Mud and thicker than water, thick bubbles, viscous liquid. Things like Oil, gloopy thick liquids.",泥比水浓，泡沫浓，粘稠的液体。像油，粘稠的液体之类的东西。,"Boiling, Bubble, Bubbles, Burbling, Carbonation, Cavitation, Effervesce, Effervescence, Effervescent, Fizz, Foam, Froth, Frothy, Lather, Mud, Pop, Sparkle, Suds",液体与流体,气泡,气泡、泡沫、砰的一声、泥,,
LIQUID & MUD,IMPACT,LIQImpt,LIQ,"Mud and thicker than water, Splats and hit. Things like Oil, gloopy thick liquids.",泥比水浓，啪啪打响。像油，粘稠的液体之类的东西。,"Hit, Impact, Kerplunk, Mud, Plop, Plunk, Slap, Slosh, Smack, Spatter, Splat, Splatter, Squelch, Squish",液体与流体,打击,滴落、飞溅、击中、撞击、扑通、噗通、砰砰、泥,,
LIQUID & MUD,MISC,LIQMisc,LIQ,Mud and thicker than water sounds not fitting another category in this list.,不适合归入本列表其他子类的液体与流体类音效。,"Caramel, Flow, Gel, Glue, Gravy, Honey, Miscellaneous, Movement, Oil, Paint, Resin, Slime, Sludge, Syrup, Tar, Viscosity",液体与流体,其它,各种各样的,,
LIQUID & MUD,MOVEMENT,LIQMvmt,LIQ,"Mud and thicker than water, oozing, slime, glooping. Things like Oil, gloopy thick liquids.",泥比水还稠，渗出、粘液、流淌。像油，粘稠的液体之类的东西。,"Flooding, Goo, Gushing, Leak, Mud, Ooze, Rushing, Seep, Slime, Sloshing, Splashing, Surging, Swirling",液体与流体,移动,软泥、粘液、粘性物、泥,,
LIQUID & MUD,SUCTION,LIQSuct,LIQ,"Thicker than water, disgusting liquidy suction, plunger sucks. Things like Oil, gloopy thick liquids.",比水浓稠，恶心的液体吸力，柱塞吸。像油，粘稠的液体之类的东西。,"Draw, Glomp, Mud, Plunger, Pull, Slurp, Suck, Suction, Vacuum",液体与流体,抽吸,吸、啜食、咕噜声、活塞、皮搋、泥浆,,
MACHINES,AMUSEMENT,MACHAmus,MACH,Theme park rides such as rollercoasters and carnival rides. Carnival game machines. General ambiences to go in AMBIENCE-AMUSEMENT.,主题公园游乐设施，例如过山车和嘉年华游乐设施。嘉年华游戏机。环境声娱乐的一般环境声。,"Apparatus, Bumper, Carousel, Carrousel, Cars, Coaster, Contraption, Device, Drop, Ferris, Flume, Freefall, Funhouse, Haunted, House, Kiddy, Line, Log, Machinery, Merry-Go-Round, Nickelodeon, Park, Pinball, Ride, Roller, Rollercoaster, Scrambler, Skeeball, Theme, Thrill, Tilt-A-Whirl, Tower, Waterslide, Wheel, Zip",机器,游乐,过山车、旋转木马、爬梯、旋转椅、儿童骑行、主题公园小火车、弹球、滚球,,
MACHINES,ANTIQUE,MACHAntq,MACH,"Old mechanical sewing machines, ancient looms, olive presses, a bit ambiguous but a very old mechanical machine.",古老的机械缝纫机，古老的织布机，橄榄压榨机，有点模糊但是很古老的机械机器。,"Abacus, Adding, Antique, Apparatus, Arcade, Automaton, Babbage, Butter, Cash, Churn, Classic, Contraption, Device, Edison, Enigma, Guttenberg, Hand-Cranked, Heritage, Historic, Linotype, Loom, Machine, Machinery, Mimeograph, Nostalgic, Old-Fashioned, Olive, Press, Printing, Register, Retro, Sewing, Vintage",机器,老式,印刷机、缝纫机、橄榄压榨机、黄油搅拌机,,
MACHINES,APPLIANCE,MACHAppl,MACH,"General appliances, refrigerator, stove, oven, vacuum cleaner... AC and fans have their own category.",一般电器、冰箱、炉灶、烤箱、吸尘器……空调和风扇都有自己的类别。,"Air, Apparatus, Blender, Bread, Can, Cleaner, Coffee, Conditioner, Contraption, Cooker, Dehumidifier, Device, Dishwasher, Disposal, Dryer, Electric, Fan, Food, Fridge, Garbage, Griddle, Hair, Heater, Hot, Humidifier, Ice, Iron, Kettle, Machine, Machinery, Maker, Microwave, Mixer, Opener, Oven, Plate, Processor, Refrigerator, Rice, Sewing, Slow, Stand, Toaster, Vacuum, Waffle, Washing",机器,家电,烤箱、冰柜、冰箱、搅拌机、食物料理机、吹风机、制冰机、洗衣机、烘干机、熨斗、咖啡机、洗碗机、电动开罐器、垃圾处理机、加湿器、除湿机、缝纫机、烤面包机、华夫饼机、煎锅、烤盘,,
MACHINES,CONSTRUCTION,MACHCnst,MACH,"A machine for construction that isn't a vehicle or a tool. For example a cement mixer, a woodchipper.",一种不是车辆或工具的建筑机械。例如水泥搅拌机、木材削片机。,"Apparatus, Cement, Chipper, Compactor, Concrete, Contraption, Crane, Device, Dozer, Driver, Generator, Jackhammer, Lift, Machinery, Mixer, Paver, Pile, Scissor, Steamroller, Trencher, Wood",机器,施工,起重机、水泥搅拌机、碎木机,,
MACHINES,ELEVATOR,MACHElev,MACH,Elevator movement and doors would go here.,电梯运行和门都会到这里。,"Apparatus, Contraption, Device, Dumbwaiter, Dumbwaiters, Freight, Hoist, Lift, Lifts, Machinery, Passenger, Paternoster, Platform, Service, Stair, Turbolift",机器,电梯,帕特诺斯特、货运电梯、乘客电梯、电梯,,
MACHINES,ESCALATOR,MACHEscl,MACH,Escalators and moving walkways would go here.,自动扶梯和自动人行道将通向这里。,"Apparatus, Contraption, Device, Machinery, Moving, Stairs, Travelator, Walkway, Walkways",机器,自动扶梯,传送带、自动人行道,,
MACHINES,FAN,MACHFan,MACH,"Fans of all types, box fans, ceiling fans. For air conditioning use MACHINES-HVAC.",各种类型的风扇，箱式风扇，吊扇。对于空调，请使用 MACHINES-HVAC。,"Air, Apparatus, Bladeless, Blower, Box, Ceiling, Circulator, Contraption, Device, Exhaust, Industrial, Machinery, Ventilation",机器,风扇,风扇、吊扇、箱式风扇、工业风扇、无叶风扇,,
MACHINES,GARDEN,MACHGrdn,MACH,"Powered landscaping machines, lawnmowers, weed-whackers, edgers, hedge trimmers. See also TOOLS-GARDEN and OBJECTS-GARDEN.",动力园林绿化机、割草机、除草机、修边机、绿篱机。另请参见工具花园和对象花园。,"Apparatus, Blower, Chainsaw, Contraption, Cultivator, Device, Eater, Edger, Hedge, Irrigation, Landscaping, Lawn, Lawnmower, Leaf, Machinery, Mower, Mulcher, Pole, Pressure, Saw, Tiller, Tillers, Trimmer, Washer, Weed, Whacker",机器,花园,割草机、除草机、磨边机、锯子、修剪机、杆链锯、覆盖机、耕种机,,
MACHINES,GYM,MACHGym,MACH,"Exercise bikes, weight machines, treadmill, all things fitness. See also OBJECTS-GYM",健身车、举重机、跑步机，所有健身用品。另请参阅 OBJECTS-GYM。,"Apparatus, Bike, Bowflex, Cardio, Climber, Contraption, Device, Elliptical, Exercise, Fitness, Machine, Machinery, Nautilus, Nordictrack, Resistance, Rower, Rowing, Stair, Stationary, Stepper, Trampoline, Treadmill, Weight, Workout",机器,健身房,跑步机、踏步机、划船机、健身自行车、健身脚踏车、诺迪克跑步机、踏步台阶机。,,
MACHINES,HITECH,MACHTech,MACH,"Think cool James Bond machines, big elaborate death traps, maybe Rube Goldberg type machines. See also SCIFI-MACHINE.",想想酷炫的詹姆斯·邦德机器、精心设计的大型死亡陷阱，也许还有鲁布·戈德堡类型的机器。另请参见《科幻机器》。,"3D, 7, Apparatus, Arm, Bond, CNC, Contraption, Cutter, Device, Digital, Gadget, Handheld, Holographic, James, Laser, Machinery, Plasma, Printer, Quantum, Resin, Robotic, Spy",机器,高科技,小工具、数码、手持,,
MACHINES,HVAC,MACHHvac,MACH,"Furnaces, Air Conditioners. Fans go in MACHINES-FAN. A close up gas furnace flame would go to FIRE-GAS.",熔炉、空调。风扇进入机器风扇。近距离煤气炉火焰将进入火气。,"Air, Aircon, Apparatus, Baseboard, Boiler, Chiller, Climate, Conditioner, Conditioning, Contraption, Control, Cooler, Dehumidifier, Device, Ductless, Evaporative, Filtration, Furnace, Handlers, Heat, Heater, Heating, Humidifier, Humidifiers, Machinery, Mini-Split, Pump, Pumps, Purifier, Radiator, Systems, Thermostat, Thermostats, Ventilation",机器,空调,空调、冷风机、暖气。,,
MACHINES,INDUSTRIAL,MACHInd,MACH,"Big industrial presses, factory machines, industrial robots, any heavy manufacturing machines.",大型工业压力机、工厂机器、工业机器人、任何重型制造机器。,"Apparatus, Assembly, Auto, Automation, Contraption, Conveyor, Cutting, Device, Die, Distillery, Duty, Factory, Form, Heavy, Hydraulic, Industrial, Injection, Line, Machine, Machinery, Manufacturing, Milling, Molding, Plant, Press, Printing, Production, Punch, Reactor, Robotics, Robots, Sawmill, Shearing, Smelter, Smeltery, Stamper, System",机器,工业,液压机、装配线、流水线、酿酒厂、蒸馏机、冲床、压力机,,
MACHINES,MECHANISM,MACHMech,MACH,"Complex mechanical smaller machines and gadgets, puzzle boxes that open portals to hell. Usually smaller devices.",复杂的机械小型机器和小玩意，打开地狱之门的拼图盒。通常是较小的设备。,"7, Apparatus, Bond, Box, Contraption, Device, Gadget, Gizmo, Goldberg, James, Machinery, Puzzle, Rube, Spy",机器,装置,拼图盒、谜盒、谜箱、鲁布·戈德堡、小玩意,,
MACHINES,MEDICAL,MACHMed,MACH,"Machines typically found in a hospital, medical lab or Doctor's office.",机器通常位于医院、医学实验室或医生办公室。,"Apparatus, Blood, Cat, Centrifuge, Concentrator, Contraption, CT, Defibrillator, Dental, Device, Dialysis, Drill, ECG, EKG, Glucometers, Heart, Infusion, Insulin, Lab, Life, Machine, Machinery, Machines, Monitor, MRI, Nebulizer, Oxygen, Pacemaker, Pet, Pressure, Pump, Pumps, Scan, Support, Test, Ultrasound, Ventilator, X-Ray",机器,医疗,X 光机、核磁共振、CT机、照影机、血压仪、实验室测试机、离心机、呼吸机、除颤器,,
MACHINES,MISC,MACHMisc,MACH,Machine sounds not fitting another category in this list. See also MOTOR category.,不适合归入本列表其他子类的机器类音效。,"Apparatus, Contraption, Device, Machinery, Miscellaneous",机器,其它,各种各样的,,
MACHINES,OFFICE,MACHOffc,MACH,"Machines typically found in an office, such as printers and copy machines.",通常在办公室中使用的机器，例如打印机和复印机。,"Apparatus, Binding, Business, Clock, Contraption, Copier, Copy, Cutter, Device, Dictaphone, Envelope, Facsimile, Fax, Inkjet, Interactive, Label, Laminator, Laser, Letter, Machine, Machinery, Maker, Mimeograph, Office, Opener, Paper, Photocopier, Plotter, Postal, Printer, Scale, Scanner, Shredder, Stenotype, Telefax, Time, Typewriter, Whiteboard, Xerox",机器,办公设备,传真机、传真电话、电报、复印机、打印机、碎纸机、施乐、影印机、油印机、激光打印机、喷墨打印机、粉碎机、绘图仪,,
MACHINES,PUMP,MACHPump,MACH,"Air or water pumps, fish tank aquarium pumps, sump pumps. Air compressors would fall into this category.",空气泵或水泵、鱼缸水族箱泵、污水泵。空气压缩机就属于这一类。,"Aerator, Air, Apparatus, Backflow, Blower, Boilers, Centrifugal, Compressor, Contraption, Device, Fuel, Gas, Heat, Impellers, Inflators, Injector, Injects, Jet, Machinery, Piston, Plunger, Pump, Pumper, Pumping, Septic, Siphon, Sprinkler, Submersible, Sump, Syringe, Upflow, Vacuum, Valves, Water, Well, Wells",机器,泵,水泵、污水泵、压缩机、空气压缩机,,
MAGIC,ANGELIC,MAGAngl,MAG,"Angelic, Holy, Benevolent magic. The opposite of evil. Think choral tones and healing magic.",天使般的、神圣的、仁慈的魔法。与邪恶相反。想想合唱音调和治愈魔法。,"Angelic, Appearance, Aura, Beatific, Blessed, Blessedness, Blessings, Bliss, Celestial, Cherub, Creation, Divine, Ethereal, God, Guidance, Healing, Heavenly, Holy, Presence, Protection, Realm, Righteous, Sacred, Saint, Saintly, Seraph, Seraphic, Spiritual, Supernatural",魔法,天使,神圣的、天上的、空灵的、神的、精神的、祝福的、正义的、圣洁的,,
MAGIC,ELEMENTAL,MAGElem,MAG,"Magic centered around elements, fire, water, ice. Think the movie Frozen type stuff.",魔法以元素、火、水、冰为中心。想想电影《冰雪奇缘》类型的东西。,"Air, Alchemic, Alchemical, Alchemy, Arcane, Earth, Electric, Energy, Fire, Fundamental, Natural, Nature, Planar, Primal, Primeval, Primordial, Spirits, Symbols, Transformation, Water, Wind",魔法,元素,火、水、土、电、气、风,,
MAGIC,EVIL,MAGEvil,MAG,"Evil magic, ominous, dark magic. Voldemort type stuff.",邪恶的魔法，不祥的，黑暗的魔法。伏地魔之类的东西。,"Bad, Bewitched, Black, Corrupt, Cruel, Dark, Demogorgon, Demonic, Demonifuge, Demonomagy, Depraved, Devil, Devilry, Deviltry, Diablerie, Diabolical, Diabolism, Fiendish, Forbidden, Hag, Hell, Hellbroth, Immoral, Infernal, Loki, Magic, Maleficent, Malevolent, Malicious, Malignant, Necromancy, Necronomicon, Nefarious, Nightmare, Occult, Pentacle, Satan, Satanic, Sinful, Sinister, Summon, Unholy, Vile, Villainous, Voodoo, Warlock, Wicked, Witchcraft",魔法,邪恶,黑暗、恶魔、召唤、死灵法术、巫毒术、黑魔法、禁止、禁术,,
MAGIC,MISC,MAGMisc,MAG,Magic sounds not fitting another category in this list.,不适合归入本列表其他子类的魔法类音效。,"Alchemic, Alchemical, Alchemistic, Alchemy, Amulet, Artifact, Bewitchment, Ceremony, Charming, Conjurer, Conjuring, Elixir, Enchanting, Enchantments, Faerie, Fairie, Fairies, Fairylands, Fairytale, Incantational, Incantations, Magician, Magicians, Magick, Magickal, Magicks, Magique, Miracle, Miracles, Miraculous, Miscellaneous, Mystic, Mysticism, Mystique, Potion, Realm, Ritual, Sorcerous, Sorcery, Spellcraft, Spells, Symbolism, Trick, Trickery, Tricks, Wand, Wiz, Wizardly, Wizardry, Wizards, Wonder, Wondrous",魔法,其它,各种各样的,,
MAGIC,POOF,MAGPoof,MAG,"Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.",较短的魔法短语，通常用于变形，简短的“把你变成兔子”之类的东西。,"Abracadabra, Alakazam, Appearance, Bibbidi-Bobbidi-Boo, Bim, Blast, Chuff, Disappearance, Foomp, Hocus-Pocus, Open, Poof, Presto, Sala, Sesame, Shazam, Sim, Ta-Da, Transformation, Transmutation, Vanish, Voila",魔法,嘭,噗的一声、砰的一声、爆破声,,
MAGIC,SHIMMER,MAGShim,MAG,"Glassy or chime-like shimmers, waves of particle type magic.",玻璃状或钟声般的闪光，粒子型魔法的波浪。,"Aura, Bell, Chime, Gleam, Glimmer, Glimmering, Glint, Glisten, Glitter, Glittering, Gloss, Glow, Glowing, Incandescent, Light, Luminous, Luster, Radiant, Radiate, Reflection, Scintillate, Scintillation, Sheen, Shimmering, Shine, Shiny, Sparkle, Sparkling, Tree, Twinkle, Twinkling",魔法,闪耀,闪烁、闪闪发光、树铃、风铃、闪耀、闪光、闪亮、火花、发光、微光、反光,,
MAGIC,SPELL,MAGSpel,MAG,Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.,对于正在施展的咒语来说有些复杂。想想沉睡魔咒旋转的绿色魔法或奇怪的声音咒语。,"Abracadabra, Banishing, Bewitch, Cast, Charm, Conjuration, Conjure, Conjured, Conjuring, Curse, Divination, Enchant, Enchanting, Enchantment, Enchantments, Evocation, Exorcism, Healing, Hex, Illusion, Illusionary, Illusionism, Illusionistic, Illusions, Incantation, Incantational, Incantations, Incantatory, Invocation, Invocations, Mesmerize, Prestidigitation, Protection, Rune, Sorcerer, Sorceries, Sorcerous, Sorcery, Spellacy, Spellbind, Spellbinding, Spellcheck, Spelled, Spelling, Spellings, Spells, Spellwork, Summoned, Summoning, Summons, Supernaturally, Trance, Voodoo, Warding, Witch, Wizard, Wizardly, Wizardry",魔法,咒语,女巫、巫师、魔术师、施法、咒语、妖术、符文、魔法、附魔、祈求、祈祷、蛊惑、驱魔、诅咒、恍惚、魅惑,,
MECHANICAL,CLICK,MECHClik,MECH,"Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.",短暂的点击，可能是由于按下按钮之类的。与机械开关有些混淆和重叠。,"Button, Clack, Click, Clicker, Snap, Tick, Toggle",机械,咔哒,单击、按、咔哒声、卡合、切换、按钮,,
MECHANICAL,GEARS,MECHGear,MECH,"A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.",有齿的齿轮、车削或磨削齿轮、复杂的齿轮机构。小型时钟齿轮将用于时钟机械。,"Axle, Bevel, Cam, Chain, Cluster, Cog, Cogs, Cogwheels, Coupling, Crown, Derailleur, Differential, Drive, Flywheel, Flywheels, Gear, Gearbox, Geared, Gearing, Geartrain, Helical, Herringbone, Hypoid, Idler, Mesh, Meshing, Pinion, Pinions, Planetary, Rack, Reducer, Shaft, Shifter, Silent, Spiral, Sprocket, Sprockets, Spur, Straight-Cut, Synchromesh, Tooth, Transmission, Wheels, Worm",机械,齿轮,齿轮、嵌齿轮、小齿轮、齿条、齿轮、传动装置、轮齿、大齿轮、飞轮,,
MECHANICAL,HYDRAULIC & PNEUMATIC,MECHHydr,MECH,"Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.",各种液压或气动声音，例如自动关闭门的声音。独立的液压和气动装置。另请参阅“门-液压和气动”了解完整的门。,"Actuator, Brake, Clutch, Compressor, Conveyor, Cylinder, Damper, Hydraulic, Jack, Pneumatic, Press, Pressurized, Ram, System, Valve",机械,液压与气动,液压、气动、加压、阀门,,
MECHANICAL,LATCH,MECHLtch,MECH,"Latch, as in a briefcase latch, or a luggage latch.",闩锁，如公文包闩锁或行李箱闩锁。,"Barrel, Bolt, Cabinet, Cam, Catch, Clasp, Deadlatch, Drawer, Fastener, Gate, Hardware, Hasp, Hook, Interlock, Latch, Lock, Magnetic, Night, Safety, Slam, Slide, Spring, Thumb, Toggle, Toolbox, Window",机械,插销,闩锁、硬件、五金、锁、扣、搭扣、螺栓,,
MECHANICAL,LEVER,MECHLvr,MECH,"A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.",滑动或切换杆。火车轨道杠杆，打开电动椅的杠杆。老弗兰肯斯坦机器杠杆，断路器杠杆。,"Brake, Cam, Clank, Clunk, Control, Joystick, Lever, Locking, Pedal, Push-Pull, Quick-Release, Rocker, Switch, Trigger",机械,操纵杆,杠杆、开关、撞击声、叮当声,,
MECHANICAL,LOCK,MECHLock,MECH,"A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.",挂锁、自行车锁或锁定装置。门锁进入门硬件。,"Biometric, Bolt, Cam, Catch, Clasp, Combination, Cylinder, Deadbolt, Electronic, Fastener, Hasp, Keyless, Latch, Lock, Mortise, Padlock, Pin, Security, Tumbler",机械,锁,挂锁、死锁、门栓,,
MECHANICAL,MISC,MECHMisc,MECH,Mechanical sounds not fitting another category in this list.,不适合归入本列表其他子类的机械类音效。,Miscellaneous,机械,其它,各种各样的,,
MECHANICAL,PULLEY,MECHPuly,MECH,"An isolated recording of a pulley, or system of pulleys.",滑轮或滑轮系统的独立记录。,"And, Belt, Block, Chain, Chirp, Hoist, Pulley, Pulley-Block, Roll, Rope, Sheave, Squeak, Tackle, Winch",机械,滑轮,吱吱声、叽叽喳喳、滚动,,
MECHANICAL,RATCHET,MECHRtch,MECH,That sound a ratchet makes.,棘轮发出的声音。,"Click, Crank, Detent, Pawl, Ratchet, Snap, Socket, Strap, Tie-Down, Winch, Wind, Wrench",机械,棘轮,棘轮、卡扣、按、上发条、曲柄、绞盘,,
MECHANICAL,RELAY,MECHRelay,MECH,Old train station counting board flipping. A old communications relay board.,老火车站计数板翻转。旧的通信中继板。,"Arc, Breaker, Clack, Coil, Contact, Control, Electromagnetic, Flip, Lamp, Solenoid, Switch, Toggle",机械,传动,翻转、切换、敲击,,
MECHANICAL,ROLLER,MECHRolr,MECH,"Like a rolling conveyor belt, or something on a roller.",就像滚动的传送带，或者滚筒上的东西。,"Bearing, Belt, Dynamo, Line, Roll, Shaft",机械,滚筒,转动、传送带、线轴、卷轴,,
MECHANICAL,SWITCH,MECHSwtch,MECH,"Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.",基本开关和重型开关、灯开关、电源开关。与机械点击有些重叠或混淆。,"Button, Circuit, Clack, Click, Dimmer, Light, Limit, Micro, Push-Button, Rocker, Rotary, Safety, Selector, Slide, Switch, Switchgear, Toggle, Wall",机械,开关,切换、点击、咔哒声、切换、按钮,,
METAL,BREAK,METLBrk,METL,"Metal breaking, snaps, cracks, rips, shatters.",金属断裂、折断、裂纹、撕裂、破碎。,"Aluminum, Apart, Beryllium, Brass, Break, Bronze, Burst, Bust, Cadmium, Chip, Chromium, Cleave, Cobalt, Copper, Crack, Crumble, Crunch, Crush, Demolish, Destroy, Disintegrate, Fracture, Fragment, Gallium, Gold, Indium, Iron, Lead, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Palladium, Platinum, Rend, Rhenium, Rip, Rupture, Separate, Shatter, Silver, Smash, Snap, Splinter, Split, Steel, Tin, Titanium, Tungsten, Vanadium., Zinc",金属,断裂,断裂、裂开、撕裂、碎裂、紧缩、压碎,,
METAL,CRASH & DEBRIS,METLCrsh,METL,"Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.",金属碰撞和碎片。复杂的金属碰撞、群体金属碰撞、金属碎片掉落。,"Aluminum, Beryllium, Brass, Bronze, Cadmium, Chromium, Clang, Clatter, Cobalt, Collision, Copper, Crash, Debris, Fall, Fragments, Gallium, Gold, Indium, Iron, Lead, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Palladium, Platinum, Remains, Rhenium, Rubble, Ruins, Shards, Shrapnel, Silver, Smash, Steel, Tin, Titanium, Tungsten, Vanadium., Wreckage, Zinc",金属,碎片,碰撞、坠落、碎片,,
METAL,FRICTION,METLFric,METL,"Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.",金属摩擦、应力，因此产生刮擦、吱吱声、吱吱声、尖叫声、尖叫声。因摩擦而产生的金属声。,"Abrade, Abrasion, Aluminum, Beryllium, Brass, Bronze, Cadmium, Chafe, Chromium, Cobalt, Copper, Creak, Gallium, Gnash, Gold, Grind, Grinding, Indium, Iron, Lead, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Palladium, Platinum, Rasp, Rasping, Rhenium, Rub, Rubbing, Scour, Scrape, Scraping, Scratching, Screech, Scuffing, Silver, Sliding, Squeak, Steel, Stress, Tin, Titanium, Tungsten, Vanadium., Wear, Zinc",金属,挤压,压力、刮擦、吱吱声、吱吱声、尖叫声,,
METAL,HANDLE,METLHndl,METL,"Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.",金属处理，处理金属物体。可能与金属运动有些重叠。,"Aluminum, Beryllium, Brass, Bronze, Cadmium, Catch, Chromium, Clasp, Clench, Clutch, Cobalt, Copper, Down, Embrace, Gallium, Gold, Grab, Grasp, Grip, Handle, Handlebar, Hold, Indium, Iron, Knob, Latch, Lead, Lever, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Operate, Palladium, Palm, Pickup, Platinum, Pull, Rhenium, Seize, Set, Silver, Steel, Take, Throw, Tin, Titanium, Toss, Tungsten, Use, Vanadium., Zinc",金属,抓取,拿、抓、放置、拿起、放下、扔、接,,
