zh_synonym,subcategory_en,category,catid
华夫饼机,APPLIANCE,MACHINES,MACHAppl
水泥搅拌机,CONSTRUCTION,MACHINES,MACHCnst
碎木机,CONSTRUCTION,MACHINES,MACHCnst
帕特诺斯特,ELEVATOR,MACHINES,MACHElev
货运电梯,ELEVATOR,MACHINES,MACHElev
乘客电梯,ELEVATOR,MACHINES,MACHElev
自动人行道,ESCALATOR,MACHINES,MACHEscl
箱式风扇,FAN,MACHINES,MACHFan
工业风扇,FAN,MACHINES,MACHFan
除草机,GARDEN,MACHINES,MACHGrdn
磨边机,GARDEN,MACHINES,MACHGrdn
修剪机,GARDEN,MACHINES,MACHGrdn
杆链锯,GARDEN,MACHINES,MACHGrdn
覆盖机,GARDEN,MACHINES,MACHGrdn
耕种机,GARDEN,MACHINES,MACHGrdn
踏步机,GYM,MACHINES,MACHGym
健身自行车,GYM,MACHINES,MACHGym
健身脚踏车,GYM,MACHINES,MACHGym
诺迪克跑步机,GYM,MACHINES,MACHGym
踏步台阶机。,GYM,MACHINES,MACHGym
小工具,HITECH,MACHINES,MACHTech
冷风机,HVAC,MACHINES,MACHHvac
暖气。,HVAC,MACHINES,MACHHvac
液压机,INDUSTRIAL,MACHINES,MACHInd
装配线,INDUSTRIAL,MACHINES,MACHInd
流水线,INDUSTRIAL,MACHINES,MACHInd
酿酒厂,INDUSTRIAL,MACHINES,MACHInd
蒸馏机,INDUSTRIAL,MACHINES,MACHInd
压力机,INDUSTRIAL,MACHINES,MACHInd
拼图盒,MECHANISM,MACHINES,MACHMech
谜盒,MECHANISM,MACHINES,MACHMech
谜箱,MECHANISM,MACHINES,MACHMech
鲁布·戈德堡,MECHANISM,MACHINES,MACHMech
小玩意,MECHANISM,MACHINES,MACHMech
X 光机,MEDICAL,MACHINES,MACHMed
CT机,MEDICAL,MACHINES,MACHMed
照影机,MEDICAL,MACHINES,MACHMed
血压仪,MEDICAL,MACHINES,MACHMed
实验室测试机,MEDICAL,MACHINES,MACHMed
各种各样的,MISC,MACHINES,MACHMisc
传真电话,OFFICE,MACHINES,MACHOffc
施乐,OFFICE,MACHINES,MACHOffc
影印机,OFFICE,MACHINES,MACHOffc
油印机,OFFICE,MACHINES,MACHOffc
喷墨打印机,OFFICE,MACHINES,MACHOffc
绘图仪,OFFICE,MACHINES,MACHOffc
污水泵,PUMP,MACHINES,MACHPump
空气压缩机,PUMP,MACHINES,MACHPump
神圣的,ANGELIC,MAGIC,MAGAngl
天上的,ANGELIC,MAGIC,MAGAngl
空灵的,ANGELIC,MAGIC,MAGAngl
神的,ANGELIC,MAGIC,MAGAngl
精神的,ANGELIC,MAGIC,MAGAngl
祝福的,ANGELIC,MAGIC,MAGAngl
正义的,ANGELIC,MAGIC,MAGAngl
圣洁的,ANGELIC,MAGIC,MAGAngl
死灵法术,EVIL,MAGIC,MAGEvil
巫毒术,EVIL,MAGIC,MAGEvil
黑魔法,EVIL,MAGIC,MAGEvil
禁止,EVIL,MAGIC,MAGEvil
禁术,EVIL,MAGIC,MAGEvil
各种各样的,MISC,MAGIC,MAGMisc
噗的一声,POOF,MAGIC,MAGPoof
砰的一声,POOF,MAGIC,MAGPoof
爆破声,POOF,MAGIC,MAGPoof
闪闪发光,SHIMMER,MAGIC,MAGShim
树铃,SHIMMER,MAGIC,MAGShim
巫师,SPELL,MAGIC,MAGSpel
魔术师,SPELL,MAGIC,MAGSpel
妖术,SPELL,MAGIC,MAGSpel
祈求,SPELL,MAGIC,MAGSpel
祈祷,SPELL,MAGIC,MAGSpel
恍惚,SPELL,MAGIC,MAGSpel
魅惑,SPELL,MAGIC,MAGSpel
卡合,CLICK,MECHANICAL,MECHClik
嵌齿轮,GEARS,MECHANICAL,MECHGear
小齿轮,GEARS,MECHANICAL,MECHGear
齿条,GEARS,MECHANICAL,MECHGear
传动装置,GEARS,MECHANICAL,MECHGear
轮齿,GEARS,MECHANICAL,MECHGear
大齿轮,GEARS,MECHANICAL,MECHGear
闩锁,LATCH,MECHANICAL,MECHLtch
硬件,LATCH,MECHANICAL,MECHLtch
撞击声,LEVER,MECHANICAL,MECHLvr
叮当声,LEVER,MECHANICAL,MECHLvr
挂锁,LOCK,MECHANICAL,MECHLock
死锁,LOCK,MECHANICAL,MECHLock
门栓,LOCK,MECHANICAL,MECHLock
各种各样的,MISC,MECHANICAL,MECHMisc
尖叫声,FRICTION,METAL,METLFric
撞击声,IMPACT,METAL,METLImpt
叮当声,IMPACT,METAL,METLImpt
各种各样的,MISC,METAL,METLMisc
嘎拉嘎拉,MOVEMENT,METAL,METLMvmt
怪的,TONAL,METAL,METLTonl
噌的一声,TONAL,METAL,METLTonl
煤油发动机,ANTIQUE,MOTORS,MOTRAntq
石蜡发动机,ANTIQUE,MOTORS,MOTRAntq
燃气发动机,COMBUSTION,MOTORS,MOTRComb
二冲程发动机,COMBUSTION,MOTORS,MOTRComb
电动剃须刀,ELECTRIC,MOTORS,MOTRElec
电动马达,ELECTRIC,MOTORS,MOTRElec
垃圾处理器,ELECTRIC,MOTORS,MOTRElec
牙医钻头,ELECTRIC,MOTORS,MOTRElec
各种各样的,MISC,MOTORS,MOTRMisc
相机对焦,SERVO,MOTORS,MOTRSrvo
汽车天线,SERVO,MOTORS,MOTRSrvo
搬家,ACTIVITY,MOVEMENT,MOVEActv
开箱,ACTIVITY,MOVEMENT,MOVEActv
放牧,ANIMAL,MOVEMENT,MOVEAnml
践踏,ANIMAL,MOVEMENT,MOVEAnml
齐步走,CROWD,MOVEMENT,MOVECrwd
闲逛,CROWD,MOVEMENT,MOVECrwd
滑步,CROWD,MOVEMENT,MOVECrwd
扭打,CROWD,MOVEMENT,MOVECrwd
躺,CROWD,MOVEMENT,MOVECrwd
齐步走,HUMAN,MOVEMENT,MOVEHmn
闲逛,HUMAN,MOVEMENT,MOVEHmn
滑步,HUMAN,MOVEMENT,MOVEHmn
扭打,HUMAN,MOVEMENT,MOVEHmn
躺,HUMAN,MOVEMENT,MOVEHmn
蛆虫,INSECT,MOVEMENT,MOVEInsc
各种各样的,MISC,MOVEMENT,MOVEMisc
侧滑,PRESENCE,MOVEMENT,MOVEPres
拖着,PRESENCE,MOVEMENT,MOVEPres
轻微移动,PRESENCE,MOVEMENT,MOVEPres
管铃,BELLS,MUSICAL,MUSCBell
甘美兰,BELLS,MUSICAL,MUSCBell
颂钵,BELLS,MUSICAL,MUSCBell
手摇铃,BELLS,MUSICAL,MUSCBell
gamelan,BELLS,MUSICAL,MUSCBell
阿贡锣,BELLS,MUSICAL,MUSCBell
碗锣,BELLS,MUSICAL,MUSCBell
tam-tam,BELLS,MUSICAL,MUSCBell
行进圆号,BRASS,MUSICAL,MUSCBrass
短号,BRASS,MUSICAL,MUSCBrass
树铃,CHIME,MUSICAL,MUSCChim
福音,CHORAL,MUSICAL,MUSCChor
特雷门琴,EXPERIMENTAL,MUSICAL,MUSCExpr
玻璃琴,EXPERIMENTAL,MUSICAL,MUSCExpr
火风琴,EXPERIMENTAL,MUSICAL,MUSCExpr
斯特乐风迷你笔触琴,EXPERIMENTAL,MUSICAL,MUSCExpr
水晶琴,EXPERIMENTAL,MUSICAL,MUSCExpr
电动跳舞仙人掌,EXPERIMENTAL,MUSICAL,MUSCExpr
风弦琴,EXPERIMENTAL,MUSICAL,MUSCExpr
大键琴,KEYED,MUSICAL,MUSCKeyd
口风琴,KEYED,MUSICAL,MUSCKeyd
斯平纳琴,KEYED,MUSICAL,MUSCKeyd
电翼琴,KEYED,MUSICAL,MUSCKeyd
小键琴,KEYED,MUSICAL,MUSCKeyd
杜西冬琴,KEYED,MUSICAL,MUSCKeyd
音乐循环,LOOP,MUSICAL,MUSCLoop
采样循环,LOOP,MUSICAL,MUSCLoop
鼓循环,LOOP,MUSICAL,MUSCLoop
各种各样的,MISC,MUSICAL,MUSCMisc
锅鼓,PERCUSSION,MUSICAL,MUSCPerc
低音鼓,PERCUSSION,MUSICAL,MUSCPerc
底鼓,PERCUSSION,MUSICAL,MUSCPerc
颤音琴,PERCUSSION TUNED,MUSICAL,MUSCTnprc
铁琴,PERCUSSION TUNED,MUSICAL,MUSCTnprc
里拉铁片琴,PERCUSSION TUNED,MUSICAL,MUSCTnprc
钢鼓,PERCUSSION TUNED,MUSICAL,MUSCTnprc
马林巴琴,PERCUSSION TUNED,MUSICAL,MUSCTnprc
街头音乐家,PERFORMANCE,MUSICAL,MUSCPrfm
现场音乐会,PERFORMANCE,MUSICAL,MUSCPrfm
夜总会,PERFORMANCE,MUSICAL,MUSCPrfm
班卓琴,PLUCKED,MUSICAL,MUSCPluck
尤克里里,PLUCKED,MUSICAL,MUSCPluck
原声吉他,PLUCKED,MUSICAL,MUSCPluck
电贝斯,PLUCKED,MUSICAL,MUSCPluck
巴拉莱卡琴,PLUCKED,MUSICAL,MUSCPluck
西塔琴,PLUCKED,MUSICAL,MUSCPluck
拇指琴,PLUCKED,MUSICAL,MUSCPluck
巴拉莱卡琴,PLUCKED,MUSICAL,MUSCPluck
自动竖琴,PLUCKED,MUSICAL,MUSCPluck
科拉琴,PLUCKED,MUSICAL,MUSCPluck
鲁特琴,PLUCKED,MUSICAL,MUSCPluck
里拉琴,PLUCKED,MUSICAL,MUSCPluck
坦布拉琴,PLUCKED,MUSICAL,MUSCPluck
原始采样,SAMPLE,MUSICAL,MUSCSmpl
拨浪鼓,SHAKEN,MUSICAL,MUSCShake
雨声器,SHAKEN,MUSICAL,MUSCShake
椰铃,SHAKEN,MUSICAL,MUSCShake
沙蛋,SHAKEN,MUSICAL,MUSCShake
羊蹄拨浪鼓,SHAKEN,MUSICAL,MUSCShake
拉格琴,SHAKEN,MUSICAL,MUSCShake
katsa,SHAKEN,MUSICAL,MUSCShake
摇铃,SHAKEN,MUSICAL,MUSCShake
沙鈴,SHAKEN,MUSICAL,MUSCShake
铁沙铃,SHAKEN,MUSICAL,MUSCShake
自动演奏钢琴,SONG & PHRASE,MUSICAL,MUSCSong
汽车音响,SONG & PHRASE,MUSICAL,MUSCSong
音乐短乐句,STINGER,MUSICAL,MUSCStngr
新闻短乐句,STINGER,MUSICAL,MUSCStngr
标题乐句,STINGER,MUSICAL,MUSCStngr
穆格,SYNTHESIZED,MUSICAL,MUSCSynth
卡西欧,SYNTHESIZED,MUSICAL,MUSCSynth
罗兰,SYNTHESIZED,MUSICAL,MUSCSynth
oberheim,SYNTHESIZED,MUSICAL,MUSCSynth
迷你穆格,SYNTHESIZED,MUSICAL,MUSCSynth
科音,SYNTHESIZED,MUSICAL,MUSCSynth
短笛,WOODWIND,MUSICAL,MUSCWind
巴松管,WOODWIND,MUSICAL,MUSCWind
录音机（竖笛）,WOODWIND,MUSICAL,MUSCWind
低音单簧管,WOODWIND,MUSICAL,MUSCWind
纳伊笛,WOODWIND,MUSICAL,MUSCWind
印度班苏里笛,WOODWIND,MUSICAL,MUSCWind
卡瓦尔木笛,WOODWIND,MUSICAL,MUSCWind
排箫,WOODWIND,MUSICAL,MUSCWind
箫,WOODWIND,MUSICAL,MUSCWind
菲菲笛,WOODWIND,MUSICAL,MUSCWind
隆隆作响,EARTHQUAKE,NATURAL DISASTER,NATDQuak
低频声,EARTHQUAKE,NATURAL DISASTER,NATDQuak
各种各样的,MISC,NATURAL DISASTER,NATDMisc
水龙卷,TORNADO,NATURAL DISASTER,NATDTorn
龙吸水,TORNADO,NATURAL DISASTER,NATDTorn
喷发,VOLCANO,NATURAL DISASTER,NATDVolc
岩浆,VOLCANO,NATURAL DISASTER,NATDVolc
熔岩炸弹,VOLCANO,NATURAL DISASTER,NATDVolc
火山爆发,VOLCANO,NATURAL DISASTER,NATDVolc
火山碎屑,VOLCANO,NATURAL DISASTER,NATDVolc
双肩包,BAG,OBJECTS,OBJBag
相机包,BAG,OBJECTS,OBJBag
目录,BOOK,OBJECTS,OBJBook
教科书,BOOK,OBJECTS,OBJBook
册,BOOK,OBJECTS,OBJBook
圣经,BOOK,OBJECTS,OBJBook
出版,BOOK,OBJECTS,OBJBook
叮当声,COIN,OBJECTS,OBJCoin
钢镚儿,COIN,OBJECTS,OBJCoin
便士,COIN,OBJECTS,OBJCoin
五分钱,COIN,OBJECTS,OBJCoin
一毛钱,COIN,OBJECTS,OBJCoin
两毛五,COIN,OBJECTS,OBJCoin
硬纸盒,CONTAINER,OBJECTS,OBJCont
珠宝盒,CONTAINER,OBJECTS,OBJCont
塑料容器,CONTAINER,OBJECTS,OBJCont
特百惠,CONTAINER,OBJECTS,OBJCont
面包箱,CONTAINER,OBJECTS,OBJCont
药盒,CONTAINER,OBJECTS,OBJCont
睫毛膏,FASHION,OBJECTS,OBJFash
化妆品,FASHION,OBJECTS,OBJFash
饰带,FASHION,OBJECTS,OBJFash
眼线笔,FASHION,OBJECTS,OBJFash
太阳镜,FASHION,OBJECTS,OBJFash
大手帕,FASHION,OBJECTS,OBJFash
发带,FASHION,OBJECTS,OBJFash
长袍,FASHION,OBJECTS,OBJFash
手绢,FASHION,OBJECTS,OBJFash
真皮沙发,FURNITURE,OBJECTS,OBJFurn
双人沙发,FURNITURE,OBJECTS,OBJFurn
书柜,FURNITURE,OBJECTS,OBJFurn
花园雕塑,GARDEN,OBJECTS,OBJGrdn
喷壶,GARDEN,OBJECTS,OBJGrdn
喂鸟器,GARDEN,OBJECTS,OBJGrdn
堆肥器,GARDEN,OBJECTS,OBJGrdn
力量器械,GYM,OBJECTS,OBJGym
垫子,GYM,OBJECTS,OBJGym
举重床,GYM,OBJECTS,OBJGym
健身球,GYM,OBJECTS,OBJGym
推举椅,GYM,OBJECTS,OBJGym
阻力带,GYM,OBJECTS,OBJGym
壶铃,GYM,OBJECTS,OBJGym
健身球,GYM,OBJECTS,OBJGym
练习球,GYM,OBJECTS,OBJGym
家用的,HOUSEHOLD,OBJECTS,OBJHsehld
家,HOUSEHOLD,OBJECTS,OBJHsehld
皇冠,JEWELRY,OBJECTS,OBJJewl
耳环,JEWELRY,OBJECTS,OBJJewl
鼻饰,JEWELRY,OBJECTS,OBJJewl
吊坠,JEWELRY,OBJECTS,OBJJewl
领带针,JEWELRY,OBJECTS,OBJJewl
袖扣,JEWELRY,OBJECTS,OBJJewl
钥匙圈,KEYS,OBJECTS,OBJKey
钥匙扣,KEYS,OBJECTS,OBJKey
挂绳,KEYS,OBJECTS,OBJKey
手动血压计,MEDICAL,OBJECTS,OBJMed
橡胶手套,MEDICAL,OBJECTS,OBJMed
镊子,MEDICAL,OBJECTS,OBJMed
各种各样的,MISC,OBJECTS,OBJMisc
打孔机,OFFICE,OBJECTS,OBJOffc
纸托盘,OFFICE,OBJECTS,OBJOffc
压纸器,OFFICE,OBJECTS,OBJOffc
泡沫聚苯乙烯,PACKAGING,OBJECTS,OBJPack
泡沫填充物,PACKAGING,OBJECTS,OBJPack
泡沫包装,PACKAGING,OBJECTS,OBJPack
防蝇纸,TAPE,OBJECTS,OBJTape
胶水,TAPE,OBJECTS,OBJTape
包装胶带,TAPE,OBJECTS,OBJTape
胶布,TAPE,OBJECTS,OBJTape
电工胶带,TAPE,OBJECTS,OBJTape
透明胶带,TAPE,OBJECTS,OBJTape
双面胶带,TAPE,OBJECTS,OBJTape
沙沙声,UMBRELLA,OBJECTS,OBJUmbr
砰砰声,UMBRELLA,OBJECTS,OBJUmbr
手推车),WHEELED,OBJECTS,OBJWhled
婴儿推车,WHEELED,OBJECTS,OBJWhled
搬运车,WHEELED,OBJECTS,OBJWhled
轮床,WHEELED,OBJECTS,OBJWhled
五彩纸屑,FLUTTER,PAPER,PAPRFltr
细读,HANDLE,PAPER,PAPRHndl
纸张击打,IMPACT,PAPER,PAPRImpt
各种各样的,MISC,PAPER,PAPRMisc
尖叫声,FRICTION,PLASTIC,PLASFric
抓握,HANDLE,PLASTIC,PLASHndl
各种各样的,MISC,PLASTIC,PLASMisc
拨尺子,TONAL,PLASTIC,PLASTonl
拨塑料,TONAL,PLASTIC,PLASTonl
弹塑料,TONAL,PLASTIC,PLASTonl
玩塑料,TONAL,PLASTIC,PLASTonl
塑料乐器,TONAL,PLASTIC,PLASTonl
涼篷,CLOTH,RAIN,RAINClth
雨篷,CLOTH,RAIN,RAINClth
倾盆大雨,GENERAL,RAIN,RAIN
遮阳顶,GLASS,RAIN,RAINGlas
温室,GLASS,RAIN,RAINGlas
室内雨,INTERIOR,RAIN,RAINInt
挡风玻璃雨,INTERIOR,RAIN,RAINInt
屋顶雨,INTERIOR,RAIN,RAINInt
有机玻璃,PLASTIC,RAIN,RAINPlas
雨水落在植物,VEGETATION,RAIN,RAINVege
树叶和草地上,VEGETATION,RAIN,RAINVege
丛林或热带雨林的雨水落在植物叶子上,VEGETATION,RAIN,RAINVege
湖泊,WATER,RAIN,RAINWatr
自动机,MISC,ROBOTS,ROBTMisc
螺线管,MOVEMENT,ROBOTS,ROBTMvmt
哔哔声,VOCAL,ROBOTS,ROBTVox
口哨声,VOCAL,ROBOTS,ROBTVox
抓握,HANDLE,ROCKS,ROCKHndl
撞击声,IMPACT,ROCKS,ROCKImpt
各种各样的,MISC,ROCKS,ROCKMisc
嘎嘎声,MOVEMENT,ROCKS,ROCKMvmt
石质乐器,TONAL,ROCKS,ROCKTonl
玩石头,TONAL,ROCKS,ROCKTonl
拉紧,CREAK,ROPE,ROPECreak
拉扯,CREAK,ROPE,ROPECreak
抓握,HANDLE,ROPE,ROPEHndl
各种各样的,MISC,ROPE,ROPEMisc
分散,CRASH & DEBRIS,RUBBER,RUBRCrsh
抓握,HANDLE,RUBBER,RUBRHndl
各种各样的,MISC,RUBBER,RUBRMisc
科幻警报,ALARM,SCIFI,SCIAlrm
全屏,COMPUTER,SCIFI,SCICmpt
科幻门,DOOR,SCIFI,SCIDoor
涡流,ENERGY,SCIFI,SCIEnrg
转运体,ENERGY,SCIFI,SCIEnrg
全息图,ENERGY,SCIFI,SCIEnrg
能量冲击,IMPACT,SCIFI,SCIImpt
波浪能,IMPACT,SCIFI,SCIImpt
传送器,MACHINE,SCIFI,SCIMach
食物复制器,MACHINE,SCIFI,SCIMach
全息成像,MACHINE,SCIFI,SCIMach
三录仪,MECHANISM,SCIFI,SCIMech
科幻设备,MECHANISM,SCIFI,SCIMech
小发明,MECHANISM,SCIFI,SCIMech
各种各样的,MISC,SCIFI,SCIMisc
老式科幻,RETRO,SCIFI,SCIRetro
不明飞行物,SPACESHIP,SCIFI,SCIShip
战列巡洋舰,SPACESHIP,SCIFI,SCIShip
月球车,VEHICLE,SCIFI,SCIVeh
陆行艇,VEHICLE,SCIFI,SCIVeh
超速自行车,VEHICLE,SCIFI,SCIVeh
悬浮滑板,VEHICLE,SCIFI,SCIVeh
飞梭赛车,VEHICLE,SCIFI,SCIVeh
光剑,WEAPON,SCIFI,SCIWeap
异种武器,WEAPON,SCIFI,SCIWeap
雪球,CRASH & DEBRIS,SNOW,SNOWCrsh
雪崩,CRASH & DEBRIS,SNOW,SNOWCrsh
抓握,HANDLE,SNOW,SNOWHndl
雪球,IMPACT,SNOW,SNOWImpt
雪飘,IMPACT,SNOW,SNOWImpt
各种各样的,MISC,SNOW,SNOWMisc
壁球,COURT,SPORTS,SPRTCourt
无板篮球,COURT,SPORTS,SPRTCourt
壁球,COURT,SPORTS,SPRTCourt
躲避球,COURT,SPORTS,SPRTCourt
沙狐球,COURT,SPORTS,SPRTCourt
手球,COURT,SPORTS,SPRTCourt
长曲棍球,FIELD,SPORTS,SPRTField
空手道,GYM,SPORTS,SPRTGym
功夫,GYM,SPORTS,SPRTGym
滑板车,SKATE,SPORTS,SPRTSkate
撑杆跳,TRACK & FIELD,SPORTS,SPRTTrck
标枪投掷,TRACK & FIELD,SPORTS,SPRTTrck
水排球,WATER,SPORTS,SPRTWatr
风筝冲浪,WATER,SPORTS,SPRTWatr
水肺潜水,WATER,SPORTS,SPRTWatr
单板滑雪,WINTER,SPORTS,SPRTWntr
呜呜,WHOOSH,SWOOSHES,WHSH
耙子,GARDEN,TOOLS,TOOLGrdn
锄头,GARDEN,TOOLS,TOOLGrdn
铁锹,GARDEN,TOOLS,TOOLGrdn
扫把,GARDEN,TOOLS,TOOLGrdn
修剪剪刀,GARDEN,TOOLS,TOOLGrdn
花园叉,GARDEN,TOOLS,TOOLGrdn
园艺剪,GARDEN,TOOLS,TOOLGrdn
除草机,GARDEN,TOOLS,TOOLGrdn
撬棒,HAND,TOOLS,TOOLHand
刮刀,HAND,TOOLS,TOOLHand
各种各样的,MISC,TOOLS,TOOLMisc
手提钻,PNEUMATIC,TOOLS,TOOLPneu
气动工具,PNEUMATIC,TOOLS,TOOLPneu
气动棘轮,PNEUMATIC,TOOLS,TOOLPneu
圆锯,POWER,TOOLS,TOOLPowr
砂带机,POWER,TOOLS,TOOLPowr
槽刨机,POWER,TOOLS,TOOLPowr
电动螺丝刀,POWER,TOOLS,TOOLPowr
语音益智玩具,ELECTRONIC,TOYS,TOYElec
电子宠物,ELECTRONIC,TOYS,TOYElec
发条玩具,MECHANICAL,TOYS,TOYMech
玩具机器人,MECHANICAL,TOYS,TOYMech
发条玩具,MECHANICAL,TOYS,TOYMech
动作人偶,MISC,TOYS,TOYMisc
毛绒动物,MISC,TOYS,TOYMisc
火车门,DOOR,TRAINS,TRNDoor
地铁门,DOOR,TRAINS,TRNDoor
柴油火车,DIESEL,TRAINS,TRNDiesl
通勤列车,ELECTRIC,TRAINS,TRNElec
区域列车,ELECTRIC,TRAINS,TRNElec
城市线,ELECTRIC,TRAINS,TRNElec
城际列车,ELECTRIC,TRAINS,TRNElec
高科技列车,HIGH SPEED,TRAINS,TRNHspd
磁悬浮列车,HIGH SPEED,TRAINS,TRNHspd
单轨列车,HIGH SPEED,TRAINS,TRNHspd
超级高铁,HIGH SPEED,TRAINS,TRNHspd
子弹头列车,HIGH SPEED,TRAINS,TRNHspd
火车喇叭,HORN,TRAINS,TRNHorn
地铁喇叭,HORN,TRAINS,TRNHorn
通勤列车,INTERIOR,TRAINS,TRNInt
区域列车,INTERIOR,TRAINS,TRNInt
城市线,INTERIOR,TRAINS,TRNInt
城际列车,INTERIOR,TRAINS,TRNInt
单轨列车,INTERIOR,TRAINS,TRNInt
解耦,MECHANISM,TRAINS,TRNMech
各种各样的,MISC,TRAINS,TRNMisc
蒸汽火车,STEAM,TRAINS,TRNSteam
煤炭火车,STEAM,TRAINS,TRNSteam
快速铁路,SUBWAY,TRAINS,TRNSbwy
索道缆车,TRAM,TRAINS,TRNTram
抓地车,TRAM,TRAINS,TRNTram
电脑蜂鸣,BEEP,USER INTERFACE,UIBeep
手机蜂鸣,BEEP,USER INTERFACE,UIBeep
信息,DATA,USER INTERFACE,UIData
各种各样的,MISC,USER INTERFACE,UIMisc
草沙沙声,GRASS,VEGETATION,VEGEGras
干草,GRASS,VEGETATION,VEGEGras
叶漩涡,LEAVES,VEGETATION,VEGELeaf
叶堆,LEAVES,VEGETATION,VEGELeaf
树倒下,TREE,VEGETATION,VEGETree
树枝折断,TREE,VEGETATION,VEGETree
树枝折断,TREE,VEGETATION,VEGETree
汽车报警器,ALARM,VEHICLES,VEHAlrm
撤防,ALARM,VEHICLES,VEHAlrm
遥控钥匙,ALARM,VEHICLES,VEHAlrm
轿车,ANTIQUE,VEHICLES,VEHAntq
奥尔兹莫比尔,ANTIQUE,VEHICLES,VEHAntq
福特T型車,ANTIQUE,VEHICLES,VEHAntq
四轮车,ATV,VEHICLES,VEHAtv
三轮车,ATV,VEHICLES,VEHAtv
四轮车,ATV,VEHICLES,VEHAtv
沙滩越野车,ATV,VEHICLES,VEHAtv
斜躺自行车,BICYCLE,VEHICLES,VEHBike
双轮双座自行车,BICYCLE,VEHICLES,VEHBike
自从车越野赛,BICYCLE,VEHICLES,VEHBike
刹车异响,BRAKE,VEHICLES,VEHBrake
异响,BRAKE,VEHICLES,VEHBrake
摩擦声,BRAKE,VEHICLES,VEHBrake
刺耳声,BRAKE,VEHICLES,VEHBrake
城市巴士,BUS,VEHICLES,VEHBus
灰狗巴士,BUS,VEHICLES,VEHBus
长途巴士,BUS,VEHICLES,VEHBus
旅游巴士,BUS,VEHICLES,VEHBus
双层巴士,BUS,VEHICLES,VEHBus
挖土机,CONSTRUCTION,VEHICLES,VEHCnst
货车门,DOOR,VEHICLES,VEHDoor
卡车门,DOOR,VEHICLES,VEHDoor
两轮电动平衡车,ELECTRIC,VEHICLES,VEHElec
高尔夫球车,ELECTRIC,VEHICLES,VEHElec
电动滑板车,ELECTRIC,VEHICLES,VEHElec
电动摩托车,ELECTRIC,VEHICLES,VEHElec
特警车,EMERGENCY,VEHICLES,VEHEmrg
脱壳机,FARM,VEHICLES,VEHFarm
骑乘式割草机,FARM,VEHICLES,VEHFarm
大型钻机,FREIGHT,VEHICLES,VEHFrght
半卡车,FREIGHT,VEHICLES,VEHFrght
U-haul 卡车,FREIGHT,VEHICLES,VEHFrght
penske,FREIGHT,VEHICLES,VEHFrght
箱式卡车,FREIGHT,VEHICLES,VEHFrght
货运卡车,FREIGHT,VEHICLES,VEHFrght
汽车喇叭,HORN,VEHICLES,VEHHorn
车内饰,INTERIOR,VEHICLES,VEHInt
hoopty,JALOPY,VEHICLES,VEHJalop
旧车,JALOPY,VEHICLES,VEHJalop
错误启动,JALOPY,VEHICLES,VEHJalop
逆火,JALOPY,VEHICLES,VEHJalop
车窗曲柄,MECHANISM,VEHICLES,VEHMech
换档,MECHANISM,VEHICLES,VEHMech
APC,MILITARY,VEHICLES,VEHMil
装甲运兵车,MILITARY,VEHICLES,VEHMil
悍马,MILITARY,VEHICLES,VEHMil
吉普车,MILITARY,VEHICLES,VEHMil
雪地摩托,MISC,VEHICLES,VEHMisc
滑板车,MOTORCYCLE,VEHICLES,VEHMoto
vespa,MOTORCYCLE,VEHICLES,VEHMoto
摩托车越野赛,MOTORCYCLE,VEHICLES,VEHMoto
飙车,RACING,VEHICLES,VEHRace
indy,RACING,VEHICLES,VEHRace
方程式赛车,RACING,VEHICLES,VEHRace
纳斯卡,RACING,VEHICLES,VEHRace
大奖赛,RACING,VEHICLES,VEHRace
怪物卡车,RACING,VEHICLES,VEHRace
消防员,SIREN,VEHICLES,VEHSirn
轮胎打滑,SKID,VEHICLES,VEHSkid
引擎排气,SKID,VEHICLES,VEHSkid
悬架,SUSPENSION,VEHICLES,VEHSusp
减震弹簧,SUSPENSION,VEHICLES,VEHSusp
嘎嘎声,SUSPENSION,VEHICLES,VEHSusp
轮箍,TIRE,VEHICLES,VEHTire
轿车,TRUCK VAN & SUV,VEHICLES,VEHTruck
皮卡车,TRUCK VAN & SUV,VEHICLES,VEHTruck
SUV,TRUCK VAN & SUV,VEHICLES,VEHTruck
沙滩越野车,UTILITY,VEHICLES,VEHUtil
排座式全地形车,UTILITY,VEHICLES,VEHUtil
双人车,UTILITY,VEHICLES,VEHUtil
全地域越野车,UTILITY,VEHICLES,VEHUtil
福特皮卡,UTILITY,VEHICLES,VEHUtil
多功能车,UTILITY,VEHICLES,VEHUtil
驿马车,WAGON,VEHICLES,VEHWagn
木车,WAGON,VEHICLES,VEHWagn
自动窗,WINDOW,VEHICLES,VEHWndw
电动窗,WINDOW,VEHICLES,VEHWndw
外星语,ALIEN,VOICES,VOXAlien
大惊小怪,BABY,VOICES,VOXBaby
嘟囔,BABY,VOICES,VOXBaby
喝倒彩,CHEER,VOICES,VOXCheer
青少年,CHILD,VOICES,VOXChld
噘嘴,CRYING,VOICES,VOXCry
啜泣,CRYING,VOICES,VOXCry
抽噎,CRYING,VOICES,VOXCry
大惊小怪,CRYING,VOICES,VOXCry
努力,EFFORTS,VOICES,VOXEfrt
哼唧声,EFFORTS,VOICES,VOXEfrt
拼搏,EFFORTS,VOICES,VOXEfrt
竭力,EFFORTS,VOICES,VOXEfrt
音响喇叭,FUTZED,VOICES,VOXFutz
