Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_fr,SubCategory_fr,Synonyms_fr,Category_pl,SubCategory_pl,Synonyms_pl,Category_de,SubCategory_de,Synonyms_de,Category_pt,SubCategory_pt,Synonyms_pt,Category_pt-br,SubCategory_pt-br,Synonyms_pt-br,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw,Category_es,SubCategory_es,Synonyms_es,Category_ja,SubCategory_ja,Synonyms_ja,Category_no,SubCategory_no,Synonyms_no,Category_da,SubCategory_da,Synonyms_da,Category_sv,SubCategory_sv,Synonyms_sv,Category_fi,SubCategory_fi,Synonyms_fi,Category_ru,SubCategory_ru,Synonyms_ru,Category_ua,SubCategory_ua,Synonyms_ua,Category_it,SubCategory_it,Synonyms_it,Category_nl,SubCategory_nl,Synonyms_nl,Category_tr,SubCategory_tr,Synonyms_tr,Category_kr,SubCategory_kr,Synonyms_kr,Category_ar,SubCategory_ar,Synonyms_ar
WHISTLES,MECHANICAL,WHSTMech,WHST,"Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","Bird, Call, Coach, Dog, Lifeguard, Pea, Police, Referee, Shrill, Steam, Teapot, Toot, Train",SIFFLETS,MÉCANIQUE,"bateau à vapeur, arbitre, toot, sifflet de police, théière, sifflet de train",GWIZDANIE,MECHANICZNE,"parowiec, sędzia, ząbek, gwizdek policyjny, dzbanek do herbaty, gwizdek pociągowy",PFEIFEN,MECHANISCH,"Dampfer, Schiedsrichter, pfeifen, Polizeipfeife, Teekanne, Zugpfeife",ASSOBIOS,MECÂNICO,"navio a vapor, árbitro, buzina, apito policial, bule de chá, apito de comboio",ASSOBIOS,MECÂNICO,"navio a vapor, árbitro, buzina, apito policial, bule de chá, apito de trem",哨音,机械设备,船笛、嘟嘟、警笛、茶壶、火车汽笛,哨音,機械設備,船笛、嘟嘟、警笛、茶壺、火車汽笛,SILBIDOS,MECÁNICOS,"barco de vapor, árbitro, pito, silbato de policía, tetera, silbato de tren",ホイッスル、笛,機械、メカ、人工,蒸気船、レフリー、トゥート、警笛、ティーポット、汽笛,FLØYTE,MEKANISK,"dampskip, dommer, tute, politifløyte, tekanne, togfløyte",FLØJTE,MEKANISK,"dampskib, dommer, dommer, tud, politifløjte, tepotte, togfløjte",VISSLINGAR,MEKANISK,"ångbåt, domare, tut, polisvisselpipa, tekanna, tågvisselpipa",VIHELLYS,MEKAANINEN,"höyrylaiva, erotuomari, putki, poliisin pilli, teepannu, junan pilli.",СВИСТ,МЕХАНИЧЕСКИЙ,"пароход, судья, зуб, полицейский свисток, чайник, свисток поезда",СВИСТ,МЕХАНІЧНИЙ,"пароплавний, суддівський, гудок, поліцейський свисток, чайник, свисток поїзда",FISCHI,MECCANICO,"piroscafo, arbitro, fischio, fischio della polizia, teiera, fischio del treno",FLUITEN,MECHANISCH,"stoomschip, scheidsrechter, toeter, politiefluitje, theepot, treinfluitje",ISLIK,MEKANİK,"vapur, hakem, toot, polis düdüğü, çaydanlık, tren düdüğü",휘파람,기계적,"기선, 심판, 툿, 경찰 휘파람, 차 주전자, 기차 휘파람",صفارات,ميكانيكي,سفن بخارية، حَكَم الملعب، صوت تووت، صفير الشرطي، إبريق الشاي، صفير القطار
WHISTLES,MISC,WHSTMisc,WHST,Whistle sounds not fitting another category in this list.,Miscellaneous,SIFFLETS,DIVERS,"arbitre, flûte de nez",GWIZDANIE,RÓŻNE,"ref, fletnia nosowa",PFEIFEN,DIV,"Schiedsrichter, Nasenflöte",ASSOBIOS,DIVERSOS,"ref, flauta do nariz",ASSOBIOS,DIVERSOS,"ref, flauta do nariz",哨音,其它,鼻笛,哨音,其它,鼻笛,SILBIDOS,MISCELÁNEA,"ref, flauta nasal",ホイッスル、笛,その他,レフリー、鼻笛,FLØYTE,DIVERSE,"ref, nesefløyte",FLØJTE,DIVERSE,"dommer, næsefløjte",VISSLINGAR,DIESEL,"ref, näsflöjt",VIHELLYS,SEKALAINEN,"ref, nenähuilu",СВИСТ,РАЗНОЕ,"реф, носовая флейта",СВИСТ,РІЗНЕ,"суддя, носова флейта",FISCHI,MISC,"arbitro, flauto di naso",FLUITEN,DIVERSEN,"ref, neusfluit",ISLIK,DİĞER,"ref, burun flütü",휘파람,기타,"심판, 노즈 플루트",صفارات,متفرقات,حَكَم الملعب، ناي الأنف
WIND,DESIGNED,WINDDsgn,WIND,"Designed or manufactured or artificial winds, wind machines, synth winds.","Artificial, Designed, Machine, Simulated, Synthetic, Tonal, Wind",VENT,DESIGN,"machine à vent, synthétique, artificielle, tonale",WIATR,DESIGNED,"dęty, syntetyczny, sztuczny, tonalny",WIND,DESIGNED,"Windmaschine, synthetisch, künstlich, tonal",VENTO,DESIGNED,"máquina de vento, sintética, artificial, tonal",VENTO,DESIGNED,"máquina eólica, sintética, artificial, tonal",风,声音设计,风力机、合成的、人工的、音调,風,聲音設計,風力機、合成的、人工的、音調,VIENTO,DISEÑADO,"máquina de viento, sintético, artificial, tonal",風,機械、シンセサイザー,"風力機械, 合成, 人工, 音調",VIND,DESIGN,"vindmaskin, syntetisk, kunstig, tonal",VIND,DESIGNET,"vindmaskine, syntetisk, kunstig, tonal",VIND,DESIGNAD,"blåsmaskin, syntetisk, artificiell, tonal",TUULI,DESIGN,"puhallinkone, synteettinen, keinotekoinen, tonaalinen",ВЕТЕР,ЗВУКОВОЙ ДИЗАЙН,"духовая машина, синтетическая, искусственная, тональная",ВІТЕР,ЗВУКОВИЙ ДИЗАЙН,"духовий, синтетичний, штучний, тональний",VENTO,DISEGNATO,"macchina del vento, sintetico, artificiale, tonale",WIND,ONTWORPEN,"windmachine, synthetisch, kunstmatig, tonaal",RÜZGAR,TASARIM,"rüzgar makinesi, sentetik, yapay, tonal",바람,디자인,"윈드 머신, 합성, 인공, 음색",رياح,مصمّم,ماكينة الرياح، اصطناعي، نغمي
WIND,GENERAL,WIND,WIND,Base and general wind category.,"Air, Atmospheric, Breeze, Current, Draft, Flow, Miscellaneous, Wind, Windy",VENT,GÉNÉRIQUE,divers,WIATR,OGÓLNE,różne,WIND,ALLGEMEIN,Verschiedenes,VENTO,GERAL,diversos,VENTO,GERAL,diversos,风,通用,各种各样的,風,通用,各種各樣的,VIENTO,GENÉRICO,varios,風,一般,雑多な,VIND,DIVERSE,Diverse,VIND,GENEREL,diverse,VIND,ALLMÄNT,diverse,TUULI,SEKALAINEN,sekalaiset,ВЕТЕР,ОБЫЧНЫЙ,разное,ВІТЕР,ЗВИЧАНИЙ,різний,VENTO,GENERALE,vario,WIND,ALGEMEEN,diverse,RÜZGAR,GENEL,ÇEŞİTLİ,바람,일반,여러 가지 잡다한,رياح,عام,متفرقات
WIND,GUST,WINDGust,WIND,"For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","Blast, Blow, Blustery, Breeze, Breezy, Buffet, Buffeting, Crosswind, Downwind, Flurry, Gale, Gales, Gust, Gustation, Gusting, Gusts, Gusty, Headwind, Rush, Strong, Waft, Whirlwinds, Wind, Wisps, Zephyr",VENT,BOURRASQUE,"rafale, coup de vent, brise, buffet, coup de vent, coup de vent, rafale de vent",WIATR,PODMUCH,"podmuch, wietrzyk, wiaterek, bryza, bufet, powiew, wichura, flurry",WIND,BÖE,"Böe, stürmisch, Hauch, Brise, Buffet, Windhauch, Orkan, Sturmböe",VENTO,RAJADA,"rajada, borbulhante, wisps, brisa, bufê, waft, vendaval, enxurrada",VENTO,RAJADA,"rajada, borbulhante, wisps, brisa, bufê, waft, ventania, enxurrada",风,阵风,阵风、大风、小束、微风、飘、大风、乱舞,風,陣風,陣風、大風、小束、微風、飄、大風、亂舞,VIENTO,RÁFAGA,"ráfaga, borrasca, ráfagas, brisa, bufé, soplo, vendaval, ráfaga",風,突風,突風、荒れ模様、さざ波、そよ風、ビュッフェ、ふきぬけ、疾風、慌ただしさ,VIND,VINDKAST,"vindkast, blåst, vind, vind, buffé, bølge, kuling, storm",VIND,VINDPUST,"vindstød, blæst, vindfygning, brise, brise, buffet, vindstød, vindstød, vindstød, vindstød",VIND,VINDBYAR,"vindstöt, blåst, vindpuff, bris, buffé, vift, storm, blåst, blåst.",TUULI,PUUSKA,"puuska, tuulenpuuska, tuulenpuuska, tuulenvire, tuulenvire, tuulenvire, tuulenpuuska, tuulenpuuska, tuulenpuuska",ВЕТЕР,ПОРЫВ,"порыв, блеск, ветерок, бриз, буффет, вафля, шторм, шквал",ВІТЕР,ПОРИВ,"порив, віхола, віхола, вітерець, вітерець, буфет, вітерець, шквал, шквал, шквал, шквал",VENTO,RAFFICA,"folata, blustery, ciuffo, brezza, buffet, sventolio, burrasca, raffica",WIND,VLAAG,"vlaag, windvlaag, winden, bries, buffet, windvlaag, storm, vlaag",RÜZGAR,BORA,"bora, bora, esinti, esinti, büfe, waft, gale, flurry",바람,돌풍,거센 바람,رياح,اندفاع مفاجئ قصير للرياح,اندفاع مفاجئ قصير للرياح، عاصفة، دخان طفيف، نسمة، هبّة ريح، ريح عاصفة
WIND,INTERIOR,WINDInt,WIND,"Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","Abandoned, Breeze, Current, Door, Draft, Gust, House, Interior, Moan, Whistle, Window",VENT,INTÉRIEUR,"intérieur, volet, cliquetis, gémissement, courant d'air",WIATR,WE WNĘTRZU,"wnętrze, okiennica, grzechot, jęk, przeciąg",WIND,INNEN,"Innenraum, Fensterladen, Klappern, Stöhnen, Zugluft",VENTO,INTERIOR,"interior, persiana, guizo, gemido, rascunho",VENTO,INTERIOR,"interior, persiana, guizo, gemido, rascunho",风,室内,室内、百叶窗、摩擦、呻吟、草稿,風,室內,室內、百葉窗、摩擦、呻吟、草稿,VIENTO,INTERIOR,"interior, persiana, traqueteo, gemido, corriente de aire",風,屋内,"インテリア, シャッター, ガラガラ音, うなり声, すきま風",VIND,INTERIØRT,"interiør, lukker, skrangle, stønn, trekk",VIND,INTERIØR,"interiør, lukke, raslende, støn, træk",VIND,INOMHUS,"interiör, fönsterlucka, skrammel, stön, drag",TUULI,SISÄ,"sisätila, sälekaihdin, kolina, murina, veto",ВЕТЕР,ВНУТРИ ПОМЕЩЕНИЯ,"интерьер, затвор, скрежет, стон, сквозняк",ВІТЕР,ВСЕРЕДИНІ ПРИМІЩЕННЯ,"інтер'єр, віконниця, грюкіт, брязкіт, стогін, протяг",VENTO,INTERNO,"interno, persiana, fruscio, gemito, spiffero",WIND,INTERIEUR,"interieur, luik, rammelaar, kreun, tocht",RÜZGAR,İÇ MEKAN,"iç mekan, panjur, çıngırak, inilti, cereyan",바람,내부,"인테리어, 셔터, 딸랑이, 신음, 초안",رياح,المناطق الداخلية,المناطق الداخلية، مصراع، خشخشة، أنين، تيار هوائي
WIND,TONAL,WINDTonl,WIND,"Wind howls, wind in wires, wind whistles, overtly tonal winds.","Harmonic, Howl, Howling, Moan, Moaning, Roar, Singing, Tonal, Wail, Whistle",VENT,TONAL,"hurlement, sifflement, gémissement, tonalité",WIATR,TONALNY,"wycie, gwizd, jęk, tonalny",WIND,TONAL,"Heulen, Pfeifen, Stöhnen, tonal",VENTO,TOM,"uivar, assobiar, gemer, tonal",VENTO,TONAL,"uivar, assobiar, gemer, tonal",风,音乐性,嚎叫、口哨、呻吟、音调,風,音樂性,嚎叫、口哨、呻吟、音調,VIENTO,TONAL,"aullido, silbido, gemido, tonal",風,音調、鳴る,"遠吠え, 口笛, うめき声, 音調",VIND,TONAL,"hyle, plystre, stønn, tonal",VIND,TONAL,"hyl, fløjte, støn, støn, tonal",VIND,TONAL,"ylle, visselpipa, stön, tonal",TUULI,TONAALINEN,"ulvonta, vihellys, valitusvirsi, tonaalinen ääni",ВЕТЕР,ТОНАЛЬНЫЙ,"завывание, свист, стон, тональный",ВІТЕР,ТОНАЛЬНИЙ,"виття, свист, стогін, тональний",VENTO,TONALE,"ululato, fischio, gemito, tonale",WIND,TONAAL,"huilen, fluiten, kreunen, tonaal",RÜZGAR,TONAL,"uluma, ıslık, inilti, tonal",바람,음조의,"울부짖음, 휘파람, 신음, 음조",رياح,نغمي,تعصف الريح، تصفير، أنين، نغمي
WIND,TURBULENT,WINDTurb,WIND,"Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","Buffet, Choppy, Devil, Dust, Gale, Hurricane, Microburst, Slipstream, Squall, Stormy, Strong, Tempest, Tornado, Turbulence, Turbulent, Twister, Typhoon, Unsteady, Violent, Vortex, Whirlwind",VENT,TURBULENT,"buffet, vent turbulent, vent fort, vent violent, buffet",WIATR,NIESPOKOJNE,"bufet, burzliwy wiatr, silny wiatr, gwałtowny wiatr, bufet",WIND,TURBULENT,"Buffet, stürmischer Wind, starker Wind, heftiger Wind, Buffet",VENTO,TURBULENTO,"buffet, vento turbulento, vento forte, vento violento, buffet",VENTO,TURBULENTO,"bufê, vento turbulento, vento forte, vento violento, bufê",风,汹涌澎湃,旋风、 狂风、 强风、 飓风、 台风,風,洶湧澎湃,旋風、 狂風、 強風、 颶風、 颱風,VIENTO,TURBULENCIA,"bufé, viento turbulento, viento fuerte, viento violento, bufé",風,乱流、激流,ビュッフェ、乱気流、強風、激しい風、ビュッフェ,VIND,TURBULENT,"buffet, turbulent vind, sterk vind, voldsom vind, buffet",VIND,TURBULENT,"buffet, turbulent vind, stærk vind, voldsom vind, buffet",VIND,TURBULENT,"buffé, turbulent vind, stark vind, våldsam vind, buffé",TUULI,PYÖRRE,"buffet, myrskyisä tuuli, voimakas tuuli, raju tuuli, buffet",ВЕТЕР,БУРНАЯ,"буйный ветер, турбулентный ветер, сильный ветер, буйный ветер, буффет",ВІТЕР,БУРХЛИВА,"буфет, бурхливий вітер, сильний вітер, буйний вітер, буйний вітер, буфет",VENTO,TURBOLENZA,"buffet, vento turbolento, vento forte, vento violento, buffet",WIND,TURBULENT,"buffet, turbulente wind, sterke wind, hevige wind, buffet",RÜZGAR,ÇALKANTI & TÜRBÜLANS,"büfe, türbülanslı rüzgar, kuvvetli rüzgar, şiddetli rüzgar, büfe",바람,난류,"뷔페, 사나운 바람, 강풍, 격렬한 바람, 뷔페",رياح,هائج,هبة ريح، ريح هائج، رياح قوية، رياح عنيفة
WIND,VEGETATION,WINDVege,WIND,"Wind through foliage, vegetation, grass, trees, leaves, plants.","Bending, Blowing, Branches, Foliage, Grass, Leaf, Leaves, Plant, Rustle, Rustling, Soughing, Swaying, Tree, Trees, Vegetation, Whispering, Wind",VENT,VÉGÉTATION,"feuillage, végétation, herbe, arbre, feuille, plante, bruissement",WIATR,ROŚLINNOŚĆ,"liście, roślinność, trawa, drzewo, liść, roślina, szelest",WIND,VEGETATION,"Laub, Vegetation, Gras, Baum, Blatt, Pflanze, Rascheln",VENTO,VEGETAÇÃO,"folhagem, vegetação, erva, árvore, folha, planta, ferrugem",VENTO,VEGETAÇÃO,"folhagem, vegetação, grama, árvore, folha, planta, ferrugem",风,植物,树叶、植被、草、树、叶子、植物、沙沙声,風,植物,樹葉、植被、草、樹、葉子、植物、沙沙聲,VIENTO,VEGETACIÓN,"follaje, vegetación, hierba, árbol, hoja, planta, susurro",風,植物,葉、植生、草、木、葉、植物、ざわめき,VIND,VEGETASJON,"løvverk, vegetasjon, gress, tre, blad, plante, rasling",VIND,VEGETATION,"løv, vegetation, græs, træ, blad, plante, raslende",VIND,VÄXTLIGHET,"lövverk, vegetation, gräs, träd, blad, växt, prassel",TUULI,KASVILLISUUS,"lehvistö, kasvillisuus, ruoho, puu, lehti, kasvi, kahina, kohina",ВЕТЕР,РАСТИТЕЛЬНОСТЬ,"листва, растительность, трава, дерево, лист, растение, шорох",ВІТЕР,РОСЛИННІСТЬ,"листя, рослинність, трава, дерево, лист, рослина, шелест",VENTO,VEGETAZIONE,"fogliame, vegetazione, erba, albero, foglia, pianta, fruscio",WIND,VEGETATIE,"gebladerte, vegetatie, gras, boom, blad, plant, ritselen",RÜZGAR,BİTKİ,"yeşillik, bitki örtüsü, çimen, ağaç, yaprak, bitki, hışırtı",바람,식물,"단풍, 초목, 잔디, 나무, 잎, 식물, 부스럭",رياح,الغطاء النباتي ,أوراق الشجر، غطاء نباتي، عشب، شجر، ورق، نبات، حفيف
WINDOWS,COVERING,WNDWCover,WNDW,"Window curtains, blinds, shutters. So a window covering, not the window itself.","Awnings, Blackout, Blind, Blinds, Curtain, Curtains, Drapes, Mini-Blinds, Panes, Shades, Shutter, Shutters, Valances, Veils, Venetian",FENÊTRES,RIDEAUX & VOLETS,"rideau, store, volet, occultation, abat-jour",OKNA,ZASŁONY,"zasłona, żaluzja, okiennica, zaciemnienie, żaluzje",FENSTER,ABDECKUNG,"Vorhang, Jalousie, Rollladen, Verdunkelung, Jalousien",JANELAS,COBERTURA,"cortina, persiana, persiana, apagão, sombras",JANELAS,COBERTURA,"cortina, persiana, persiana, apagão, sombras",窗户,遮挡物,窗帘、百叶窗、百叶窗、遮罩、 遮光罩,窗戶,遮擋物,窗簾、百葉窗、百葉窗、遮罩、 遮光罩,VENTANAS,CORTINA,"cortina, persiana, contraventana, oscurecedor, persianas",窓,カーテン、ブラインド,カーテン、ブラインド、シャッター、ブラックアウト、シェード,VINDU,GARDINER,"gardin, persienner, lukker, mørklegging, skjermer",VINDUE,TILDÆKNING,"gardin, persienne, skodder, mørklægning, persienner",FÖNSTER,LUCKA,"gardin, persienn, jalusi, mörkläggning, persienner",IKKUNA,VERHO,"verho, kaihdin, sälekaihtimet, pimennys, varjot, sävyt",ОКНА,ОКОННЫЕ ПОКРЫТИЯ,"штора, жалюзи, ставни, затемнение, тени",ВІКНА,ВІКОННІ ПОКРИТТЯ,"завіса, штора, жалюзі, віконниця, затемнення, штори",FINESTRE,COPERTURA,"tenda, persiana, tapparella, oscurante, paralume",RAMEN,GORDIJNEN,"gordijn, jaloezie, rolluik, verduistering, zonwering",PENCERE,ÖRTÜ,"perde, jaluzi, panjur, karartma, gölgelik",창문,가리개,"커튼, 블라인드, 셔터, 정전, 음영",نوافذ,تغطية,ستارة، عمى، إغلاق، تعتيم، ظلال
WINDOWS,HARDWARE,WNDWHdwr,WNDW,"Window latches, cranks, locks. Window hardware.","Catches, Cranks, Fasteners, Handles, Hinges, Hooks, Latch, Latches, Lock, Locks, Panes, Sash, Slides, Window",FENÊTRES,MÉCANISME,"verrou de fenêtre, manivelle de fenêtre, serrure de fenêtre, joint de fenêtre",OKNA,AKCESORIA,"zatrzask okienny, korby okienne, zamek okienny, uszczelka okienna",FENSTER,BESCHLÄGE,"Fensterriegel, Fensterkurbeln, Fensterschloss, Fensterdichtung",JANELAS,FERRAGEM,"trinco da janela, manivelas da janela, fecho da janela, vedação da janela",JANELAS,FERRAGEM,"trinco da janela, manivelas da janela, trava da janela, vedação da janela",窗户,窗具,窗户栓、 窗锁、窗户、车窗密封条,窗戶,窗具,窗戶栓、 窗鎖、窗戶、車窗密封條,VENTANAS,MECÁNICA,"pestillo de ventana, manivela de ventana, cerradura de ventana, junta de ventana",窓,金具、クランク、枠,窓のラッチ、窓のクランク、窓のロック、窓のシール,VINDU,BESLAG,"vinduslås, vindusveiv, vinduslås, vinduspakning",VINDUE,ISENKRÆM,"vindueslås, vindueskranke, vindueslås, vinduesforsegling",FÖNSTER,BESLAG,"fönsterlås, fönsterkranar, fönsterlås, fönstertätning",IKKUNA,KAHVA & LUKKO,"ikkunan salpa, ikkunakahva, ikkunalukko, ikkunatiiviste, ikkunan tiiviste",ОКНА,ФУРНИТУРА,"оконная задвижка, оконные краны, оконный замок, оконный уплотнитель",ВІКНА,ФУРНІТУРА,"віконна клямка, віконні клямки, віконний замок, віконне ущільнення",FINESTRE,FERRAMENTA,"chiavistello della finestra, manovella della finestra, serratura della finestra, guarnizione della finestra",RAMEN,IJZERWAAR,"raamklink, raamkrukken, raamslot, raamsluiting",PENCERE,DONANIM,"pencere mandalı, pencere krankları, pencere kilidi, pencere contası",창문,철물,"창 래치, 창 크랭크, 창 잠금 장치, 창 봉인",نوافذ,المعدات,مزلاج النافذة، إطار النافذة، قفل النافذة، شريط لإحكام إغلاق النافذة
WINDOWS,KNOCK,WNDWKnck,WNDW,"Knocking on various window surfaces, knocking on GLASS.","Bang, Knock, Knocking, Pane, Panes, Pound, Pounding, Rap, Rapping, Rattle, Tap, Tapping, Thump",FENÊTRES,TOQUER,"frapper, vitre, cliquetis",OKNA,PUKANIE,"pukanie, szyba, grzechotka",FENSTER,KLOPFEN,"klopfen, scheibe, klappern",JANELAS,BATIDA,"bater, bater, guizo",JANELAS,BATIDA,"bater, bater, chocalhar",窗户,敲窗,敲击、窗格、晃动,窗戶,敲窗,敲擊、窗格、晃動,VENTANAS,GOLPE LLAMADA,"golpe, cristal, traqueteo",窓,ノック,ノック、窓ガラス、ガラガラ,VINDU,BANKE,"banke, rute, skrangle",VINDUE,BANKE,"banke, rude, rasle",FÖNSTER,KNACKA,"knacka, ruta, skramla",IKKUNA,KOPUTUS,"koputtaa, ikkuna, kolina",ОКНА,СТУК,"стук, стеклопакет, грохот",ВІКНА,СТУК,"стукіт, шибка, брязкальце",FINESTRE,BUSSARE,"bussare, vetro, rumoreggiare",RAMEN,KLOPPEN,"kloppen, ruit, rammelen",PENCERE,TIKLAMA,"tak, bölme, çıngırak",창문,노크,"노크, 유리창, 딸랑이",نوافذ,طرق,طرق، زجاج، خشخشة
WINDOWS,METAL,WNDWMetl,WNDW,"Metal framed windows, open and close.","Frame, Metal, Panes",FENÊTRES,MÉTAL,cadre métallique,OKNA,METALOWE,rama metalowa,FENSTER,METALL,Metallrahmen,JANELAS,METAL,armação metálica,JANELAS,METAL,estrutura metálica,窗户,金属,金属框架,窗戶,金屬,金屬框架,VENTANAS,METAL,marco metálico,窓,金属、メタル,金属フレーム,VINDU,METALL,metall ramme,VINDUE,METAL,metalramme,FÖNSTER,METALL,metallram,IKKUNA,METALLI,metallikehys,ОКНА,МЕТАЛЛИЧЕСКИЕ,металлическая рама,ВІКНА,МЕТАЛЕВІ,металева рама,FINESTRE,METALLO,telaio metallico,RAMEN,METAAL,metalen frame,PENCERE,METAL,metal çerçeve,창문,금속,금속 프레임,نوافذ,معدن,إطار معدني
