Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,,
GLASS,FRICTION,GLASFric,GLAS,"Glass friction, such as a scrape or squeak. Could be some overlap with GLASS-TONAL.","Abrasion, Bulletproof, Creak, Frosted, Grinding, Laminated, Rasping, Rubbing, Safety, Scrape, Scraping, Scratching, Screech, Screeching, Scuffing, Sliding, Squeak, Squeaking, Stained, Stress, Tempered, Tinted, Window",玻璃,挤压,挤碎、刮擦、嘎吱声、 尖锐,,
GLASS,HANDLE,GLASHndl,GLAS,"Glass objects being handled, grabbing a bottle or glass. Some overlap with GLASS-MOVEMENT.","Bulletproof, Catch, Clasp, Clench, Clutch, Down, Embrace, Frosted, Grab, Grapple, Grasp, Grip, Handle, Hold, Laminated, Operate, Pickup, Pull, Safety, Seize, Set, Stained, Take, Tempered, Throw, Tinted, Toss, Use, Window",玻璃,抓取,触碰、抓握、放置、拾取、放下、投掷、接住,,
GLASS,IMPACT,GLASImpt,GLAS,"Glass impacts without breaking, so a bottle hit that doesn't break, a bottle dropping to the ground but not breaking.","Bang, Banging, Blow, Bulletproof, Clink, Collide, Colliding, Drop, Frosted, Hit, Hitting, Impact, Impacting, Jolt, Knock, Laminated, Pound, Ram, Safety, Slam, Slamming, Smack, Smacking, Stained, Strike, Striking, Tempered, Thud, Tinted, Window",玻璃,打击,撞击、掉落、冲撞、碰击,,
GLASS,MISC,GLASMisc,GLAS,Glass sounds not fitting another category in this list.,"Bulletproof, Frosted, Laminated, Miscellaneous, Safety, Stained, Tempered, Tinted, Window",玻璃,其它,各种各样的,,
GLASS,MOVEMENT,GLASMvmt,GLAS,"Glass movement, such as a case of bottles rattling, or a bottle rolling on the floor. See also GLASS-HANDLE.","Bulletproof, Chattering, Clanking, Clatter, Frosted, Jangle, Jiggling, Laminated, Ping, Rattle, Rattling, Roll, Rolled, Rolling, Safety, Shaking, Shifting, Sliding, Stained, Swaying, Swinging, Tempered, Tinted, Vibrating, Window",玻璃,移动,嘎嘎声、滚动声、砰砰声、咔嗒声,,
GLASS,TONAL,GLASTonl,GLAS,"Glass tonal sounds, like bowed blass, a glass harmonica, or a bowed crystal bowl.","Blow, Bottle, Bowed, Bowl, Bulletproof, Crystal, Frequency, Frosted, Glass, Harmonic, Harmonica, Harmonics, Laminated, Melodic, Melodious, Musical, Ping, Pitch, Resonance, Resonant, Resonate, Ring, Safety, Shing, Sonorous, Sound, Stained, Tempered, Timbre, Tinkle, Tinkling, Tinted, Tonal, Tone, Window",玻璃,音乐性,共鸣、 回声、铃、响声、音调、玻璃口琴、水晶碗,,
GORE,BLOOD,GOREBlood,GORE,"Gore blood sounds, dripping and flowing. Likely some overlap with LIQUID & MUD, but this for particularly 'gory' versions.","Artery, Bleed, Bleeding, Blood, Bloodborne, Bloodshed, Bloody, Cells, Circulatory, Clot, Coagulate, Drip, Flow, Globular, Gush, Hemoglobin, Hemorrhage, Ichor, Lifeblood, Plasma, Platelets, Red, Sanguine, Seep, Serum, Spray, Spurt, Transfusion, Vascular, White, Wound",血,血流,滴、流、涌、喷、喷洒,,
GORE,BONE,GOREBone,GORE,"Gore bones, bones crunching, snapping, break. Put creature JAW SNAPS here too.","Bone, Bonelike, Bonemeal, Boney, Bony, Break, Broken, Cartilages, Compound, Crunch, Femoral, Femur, Fracture, Gristle, Humerus, Jaw, Jawbone, Knuckle, Knucklebone, Ligament, Marrow, Rib, Shatter, Shinbone, Shinbones, Skeletal, Skeleton, Snap, Spinal, Spine, Tibia, Tooth",血,骨头,骨头断裂、骨头断裂、 骨折、骨头粉碎、下巴咬合、下巴、 颌骨,,
GORE,BURN,GOREBurn,GORE,"Gore flesh sizzling, possible overlap with FIRE-SIZZLING, but this more exaggerated for flesh burning.","Acid, Blistered, Brand, Burned, Cauterize, Cauterized, Char, Charred, Peeling, Scald, Scalds, Scorch, Scorched, Sear, Searing, Singe, Singed, Sizzle",血,燃烧,嘶嘶声、烧灼、烙印,,
GORE,FLESH,GOREFlsh,GORE,"Gore flesh tearing, ripping, peeling. Very graphic flesh sounds. A monster ripping someone apart.","Carcass, Carnal, Corpse, Corpses, Decaying, Flayed, Flaying, Flesh, Fleshiness, Fleshly, Fleshy, Gnaw, Gristle, Intestine, Meat, Muscle, Peel, Putrefying, Rend, Rip, Rotting, Sinew, Sinews, Sinewy, Skin, Skinless, Skinned, Skins, Tear, Tissue, Wound",血,血肉,撕裂、剥皮、扯破、撕碎、内脏、血肉、伤口,,
GORE,MISC,GOREMisc,GORE,Gore sounds not fitting another category in this list.,"Beheadings, Bloodbaths, Carnage, Decapitations, Disembowelment, Dismemberment, Dismemberments, Gore, Gory, Graphic, Gruesome, Gruesomeness, Macabre, Miscellaneous, Mutilation, Offal, Remains, Scalpings, Slaughter, Viscera",血,其它,各种各样的,,
GORE,OOZE,GOREOoze,GORE,"Gore gross oozing liquid, open wounds, possible overlap with LIQUID categories, but this hyperreal and over the top.","Blob, Burbling, Bursting, Congeal, Congealed, Congealing, Discharge, Drippy, Emanate, Exude, Exuded, Exudes, Exuding, Flow, Gelatin, Gobs, Goo, Goopy, Guck, Gunk, Gushes, Jelly, Liquidy, Muck, Mucus, Mush, Ooze, Oozy, Permeate, Pus, Putrefy, Putrefying, Putrescence, Putrescent, Putrid, Seep, Seeped, Seeping, Seeps, Slime, Sliminess, Slithering, Sludge, Slurry, Spewing, Splattered, Spurting, Squishy, Suppurate, Suppurating, Syrup, Viscous",血,渗血,血流、粘液、 血液、流动、胶原蛋白/水解胶原蛋白,,
GORE,SOURCE,GORESrce,GORE,"Recordings meant as source for GORE sounds, smashing a watermelon, stabbing a pumpkin, etc.","Arteries, Bones, Brain, Cartilage, Cord, Entrails, Eyeballs, Guts, Intestines, Ligaments, Limbs, Matter, Muscles, Organs, Raw, Skin, Skull, Source, Spinal, Teeth, Tendons, Veins",血,原始录音,咕噜、挤压、粘液、粘液、渗出、黏糊、器官、肠子、多汁、粘液、啪嗒、飞溅、渗出、撕裂、剥皮、刺伤、撕裂、撕裂、肠、肉、伤口、切片、穿刺、多汁,,
GORE,SPLAT,GORESplt,GORE,"Gore splats, gross splats of gooey stuff. A body or head exploding and hitting the wall. Hyperreal.","Gack, Glob, Globs, Glop, Goo, Goop, Goosh, Intestine, Juicy, Organ, Plop, Plopping, Plops, Poop, Smear, Snot, Spack, Spattered, Spatters, Spittle, Splatter, Splattered, Splatters, Splatting, Splodge, Splodges, Splosh, Splotch, Splotched, Splotches, Splotching, Squish",血,洒溅,压扁、粘液、渗血、器官、肠子、多汁,,
GORE,SQUISH,GORESqsh,GORE,"Gore squishes, disgusting squishes or flesh and organs. A dinosaur stepping on a person and squishing them.","Compress, Goosh, Intestine, Juicy, Macerate, Mash, Mashed, Mashing, Moosh, Mush, Mushed, Mushy, Organ, Slop, Splat, Squash, Squashed, Squashing, Squashy, Squeezed, Squeezes, Squeezing, Squelch, Squelchy, Squidge, Squiggle, Squirty, Squish, Squishing, Squishy",血,血浆,挤压、肉、器官、粘液、肠、多汁、飞溅,,
GORE,STAB,GOREStab,GORE,Gore sharp stabs and sword pulls. That classic sound of someone being impaled. More crunchy than a SQUISH.,"Arrow, Behead, Cut, Dagger, Decapitate, Disembowel, Dismember, Eviscerate, Flay, Impale, Impaling, Jab, Jabbed, Jabbing, Jugular, Knife, Knifed, Knifing, Mutilate, Needle, Penetrate, Pierce, Poke, Prod, Puncture, Shank, Skewer, Slash, Slashing, Slice, Spear, Spike, Stab, Sword, Syringe, Thrust, Vorpal",血,捅,切片、刺穿、刺伤、切割、斩断、肢解,,
GUNS,ANTIQUE,GUNAntq,GUN,"Old black powder weapons, muskets.","Arquebus, Arquebuses, Black, Blunderbuss, Breechloader, Breechloaders, Breechloading, Caplock, Carabine, Civil, Derringer, Derringers, Firearms, Firelock, Flintlock, Gatling, Gun, Gunflint, Harquebus, Historical, Lockplate, Lockwork, Long, Matchlock, Matchlocks, Musket, Musketeer, Musketry, Muskets, Muzzleloader, Muzzleloaders, Muzzleloading, Old, Old-Fashioned, Pepperbox, Powder, Powderhorn, Revolutionary, Rifle, Sixgun, Sixguns, Traditional, Victorian, Vintage, War, West, Wheellock, WWI, WWII",枪炮,古董枪,枪口装填器、步枪、黑火药、燧发枪、长步枪、火枪,,
GUNS,ARTILLERY,GUNArtl,GUN,"Modern big guns, guns that launch shells. Not CANNONS which have their own group.","Anti-Aircraft, Anti-Tank, Antiaircraft, Antiarmor, Antitank, Armaments, Artillerie, Artillery, Ballistics, Bazooka, Cannon, Field, Firepower, Heavy, Howitzer, Howitzers, Incoming, Launcher, Light, Missile, Mortar, Mortars, Munitions, Naval, Ordnance, Rocket, Shellfire, Shelling, Tank, Volley, Weapons",枪炮,火炮,榴弹炮、 高射炮、 导弹发射器、 火箭筒、 迫击炮、 火箭,,
GUNS,AUTOMATIC,GUNAuto,GUN,"Fully automatic capable weapons, even when firing singly. Machine guns.","Ak-47, AK47, Automatic, Firearms, Full-Auto, Gatlin, Gatling, Gun, Kalashnikov, M16, M1919, M249, Machine, Maxim, Minigun, Sten, Submachine, Submachinegun, Tommy, Uzi",枪炮,自动化武器,ak-47、 m16、 机枪、 汤米枪、 uzi、 m249、 M1919、 加特林机枪,,
GUNS,CANNON,GUNCano,GUN,"Pirate and Civil War cannons, for modern artillery see GUNS-ARTILLERY.","Ball, Barrel, Black, Blast, Cannonade, Cannonades, Cannonball, Cannonballs, Cannoneer, Cannoneers, Cannonry, Fuse, Gunpowder, Pirate, Powder, Primer, Projectile, Shot, Siege",枪炮,加农炮,大炮、 手炮、 黑火药,,
GUNS,HANDLE,GUNHndl,GUN,"Alongside GUN-MECHANISM, but specifically gun handling, grabs, holstering, dropping, catching.","Catch, Chambering, Clearing, Clip, Cock, Cocking, Discharge, Draw, Drawing, Drop, Dry-Fire, Dry-Firing, Ejecting, Grab, Grasp, Grip, Gun, Gunstock, Handgrip, Handle, Hold, Holster, Holstering, Load, Loading, Throw, Toss, Unloading",枪支,操作,枪套、枪、抢枪、擦枪、枪掉落、装弹,,
GUNS,HITECH,GUNTech,GUN,"Not quite a sci-fi Laser Gun, but something more advanced than a normal gun, a rail gun for example.","7, Biometric, Bond, Firearms, Gun, James, Night, Rail, Scope, Smart, Spy, Vision",枪炮,高科技,轨道炮、间谍枪,,
GUNS,MECHANISM,GUNMech,GUN,"Gun various mechanical sounds, clips, cocking, bolt slides.","Assembly, Barrel, Bolt, Brake, Bullet, Buttplate, Chamber, Clip, Cock, Cocking, Cylinder, Firearms, Firing, Flash, Grip, Guard, Gun, Hammer, Loading, Magazine, Mechanics, Mechanism, Muzzle, Pin, Pistol, Rattle, Release, Safety, Sear, Slide, Stock, Stop, Suppressor, Trigger",枪炮,机枪,弹夹、击发、枪声、螺栓、 枪栓、换弹、装载,,
GUNS,MISC,GUNMisc,GUN,Gun sounds not fitting another category in this list. BULLETS has its own category.,"Air, Firearms, Flare, Paintball",枪炮,其它,信号枪、气枪、彩弹枪,,
GUNS,PISTOL,GUNPis,GUN,Handguns and pistols.,"&, 9mm, Beretta, Browning, Colt, Double-Action, Firearms, Glock, Handgun, Handguns, Luger, Pistol, Pistole, Pistolet, PPK, Revolver, Revolvers, Ruger, Sauer, Semi-Automatic, Sidearm, Sig, Single-Action, Six-Shooter, Smith, Starter, Walther, Wesson",枪炮,手枪,9 毫米手枪、手枪、左轮手枪、格洛克手枪、柯尔特左轮手枪、鲁格、布朗宁自动步枪、贝雷塔手枪,,
GUNS,RIFLE,GUNRif,GUN,"Rifles, single shot and semi-automatic.","AK-47, AR-15, Arisaka, Assault, Bolt-Action, Breechloader, Carabine, Carbine, Carbines, Casull, Firearms, Garand, Gun, Hunting, Lever-Action, Long, Luger, M1, M16, Mauser, Powell, Remington, Riffle, Rifle, Rifleman, Riflemen, Riflery, Rimfire, Ruger, Semi-Automatic, Sniper, Sporting, Winchester",枪炮,步枪,步枪、毛瑟枪、阿里萨卡步枪、卡宾枪、狙击手、狩猎、半自动,,
GUNS,SHOTGUN,GUNShotg,GUN,"Shotguns, single, dual, pump.","Barrel, Break-Action, Coach, Double, Double-Barreled, Gun, Mossberg, Over-Under, Pump-Action, Sawed-Off, Scattergun, Shotgun, Slug, Winchester",枪炮,霰弹枪,霰弹枪、双枪管、温彻斯特、马车枪,,
GUNS,SUPPRESSED,GUNSupr,GUN,"Silenced Weapons, silencers.","7, Assassin, Bond, James, Rifle, Silenced, Silencer, Sniper, Spy",枪炮,消音枪,消音器,,
HORNS,AIR POWERED,HORNAir,HORN,"Air horns, as in handheld compressed air horns, huge factory air horns. A fog horn. BOATS-HORN has it's own category for ship and ferry horns, as does TRAINS-HORN.","Air, Factory, Fog",号角,气压式,雾喇叭、气喇叭、工厂喇叭,,
HORNS,CELEBRATION,HORNCele,HORN,"Party horns, from small party horns to vuvuzelas.","Bugle, Ceremonial, Fanfare, Festive, Heraldic, Horns, Party, Processional, Toot, Triumphal, Trumpets, Victory, Vuvuzela",号角,欢庆用,派对号角、单音喇叭,,
HORNS,MISC,HORNMisc,HORN,"Horn sounds not fitting another category in this list, for example hunting calls. Not brass musical instruments which has it's own category in MUSICAL.","Bugle, Call, Duck, Elk, Fox, Hunting",号角,其它,打猎叫、麋鹿叫、鸭叫、狐狸号角,,
HORNS,TRADITIONAL,HORNTrad,HORN,"Rams horns, conches, alpine horns, old traditional horns, medieval battle horns.","Alpenhorn, Alphorn, Alpine, Battle, Bugle, Conch, Hunting, Shell, Shofar, War",号角,传统,羊角号、海螺、海螺壳、战斗号角、高山号、高山号角、阿尔卑斯号角,,
HUMAN,BLOW,HMNBlow,HMN,"Blowing air, blowing up a balloon, blowing out candles, etc. See also HUMAN-BREATH for less forceful breathing.","Adult, Blow, Child, Female, Male, Man, Person, Woman",人,吹,吐气、呼气,,
HUMAN,BREATH,HMNBrth,HMN,"Breathing, normal to heavy, big inhales, sighs.","Adult, Asphyxiate, Asthma, Breath, Breathing, Breaths, Child, Exhalation, Exhale, Exhaled, Exhales, Exhaling, Female, Gasp, Gasping, Heave, Huff, Huffing, Hyperventilate, Hyperventilating, Inhalation, Inhale, Inhaled, Inhales, Inhaling, Labored, Male, Man, Meditation, Pant, Panting, Person, Puffing, Respiration, Sigh, Suffocate, Suffocates, Suffocating, Wheeze, Wheezing, Whoop, Woman",人,呼吸,叹息、喘气、喘气、喘息、 喘鸣声、呼气、咳喘、喊叫、呼吸、吸气、呼气,,
HUMAN,BURP,HMNBurp,HMN,"Human belches, burps.","Adult, Belch, Belching, Burp, Burping, Child, Female, Hiccup, Male, Man, Person, Woman",人,打嗝,打嗝、嗳气,,
HUMAN,COUGH,HMNCough,HMN,Human coughs and coughing.,"Adult, Ahem, Bronchitis, Child, Choking, Clear, Clearing, Convulse, Coughing, Covid, Expectoration, Female, Gag, Hack, Hacking, Hiccough, Hiccoughing, Hiccoughs, Hoarse, Male, Man, Person, Throat, Wet, Whooping, Woman",人,咳嗽,咳嗽、嘶哑、清嗓子,,
HUMAN,HEARTBEAT,HMNHart,HMN,"Heartbeats, both literal as in a Dr. office, and stylized or designed heartbeats.","Adult, Arrhythmia, Arrhythmic, Arrythmia, Beating, Cardiac, Child, Coronary, EKG, Female, Fetal, Fibrillation, Heart, Male, Man, Palpitate, Palpitates, Palpitating, Palpitation, Palpitations, Person, Pulsate, Pulsated, Pulsates, Pulsating, Pulse, Rate, Rhythm, Woman",人,心跳,心悸、手脚麻木,,
HUMAN,KISS,HMNKiss,HMN,Human kissing.,"Adult, Child, Female, French, Hickey, Kiss, Lips, Make, Male, Man, Necking, Out, Peck, Person, Smooch, Smooching, Snog, Woman",人,接吻,亲吻、啄食、 轻吻,,
HUMAN,MISC,HMNMisc,HMN,Human sounds not fitting another category in this list.,"Adult, Child, Female, Male, Man, Miscellaneous, Person, Woman",人,其它,各种各样的,,
HUMAN,PEE,HMNPee,HMN,Human urinating.,"Adult, Child, Female, Male, Man, Micturition, Peeing, Person, Piss, Tinkle, Urinate, Urinating, Urination, Wee, Wizz, Woman",人,尿,尿尿、小便、尿、撒尿、小解,,
HUMAN,SKIN,HMNSkin,HMN,"Human skin, Scratching, handshakes, skin on skin action, back rubbing, etc.","Adult, Backrub, Brush, Caress, Child, Clap, Dermis, Female, Flick, Grab, Hand, Handshake, Itch, Male, Man, Massage, Pat, Person, Pores, Rash, Rub, Rubbing, Scratch, Scratching, Skin, Slap, Tap, Woman",人,皮肤,揉、抓、皮肤、痒、拍、手抓、握手、抚摸、摩擦、挠背,,
HUMAN,SNEEZE,HMNSneez,HMN,Human sneezing.,"Achoo, Adult, Ah-Choo, Ahchoo, Allergic, Allergy, Child, Female, Fever, Hay, Male, Man, Nasal, Person, Sinus, Sneeze, Woman",人,打喷嚏,打喷嚏、阿嚏,,
HUMAN,SNIFF,HMNSniff,HMN,"Human sniffing, smelling.","Adult, Child, Female, Inhalation, Inhale, Male, Man, Nose, Odor, Person, Smell, Sniff, Sniffing, Sniffle, Snivel, Snort, Snorting, Snuffle, Whiff, Woman",人,闻,嗅、嗅探、闻、吸鼻子,,
HUMAN,SNORE,HMNSnor,HMN,Human snoring.,"Adult, Apnea, Breathing, Child, Congested, Doze, Dozing, Female, Heavy, Male, Man, Person, Slumber, Snooze, Snore, Snoring, Woman, ZZZ",人,打鼾,打呼噜、zzz、鼻塞、呼吸急促、窒息、打鼾,,
HUMAN,SPIT,HMNSpit,HMN,Human spits.,"Adult, Child, Drool, Expectoration, Female, Gob, Hawk, Hock, Male, Man, Mucus, Person, Phlegm, Saliva, Slobber, Spew, Spit, Spitoon, Spitting, Spittle, Spittoon, Sputum, Woman",人,吐,吐痰、吐出、痰盂、流口水,,
HUMAN,VOMIT,HMNVomit,HMN,Human vomiting.,"Adult, Barf, Barfing, Child, Chunder, Expunge, Female, Gag, Gagging, Heave, Hurl, Male, Man, Nausea, Nauseous, Person, Puke, Pukes, Reflex, Reflux, Regurgitate, Regurgitated, Regurgitation, Retch, Retched, Retching, Seasick, Spew, Throwing, Up, Upchuck, Vomit, Vomitus, Woman",人,呕吐,呕吐、吐出、呕吐物、反胃、恶心、作呕、干呕、喷出、晕船、晕车,,
ICE,BREAK,ICEBrk,ICE,"Ice cracks, breaks, shatters. Any ice breaking that is fairly singular or isolated, large or small.","Apart, Break, Burst, Chip, Crack, Crumble, Crunch, Crush, Cube, Demolish, Destroy, Disintegrate, Fracture, Fragment, Ice, Iceberg, Icicle, Rips, Shatter, Smash, Snap, Splinter, Split",冰,打碎,裂开、碎裂、撕裂、粉碎、嘎吱,,
ICE,CRASH & DEBRIS,ICECrsh,ICE,Ice large crashes and isolated debris go here. Iceberg calving.,"Apart, Break, Collision, Crash, Crevasse, Crush, Cube, Debris, Destroy, Fall, Fragments, Ice, Iceberg, Icicle, Pulverize, Remains, Rubble, Shards, Shatter, Smash, Wreck",冰,碎片,粉碎、摔碎、碎片、碎块,,
ICE,FRICTION,ICEFric,ICE,"Dry ice may go here, but often it's a metallic sound too, but ice scrapes, squeaks, creaks.","Abrade, Abrasion, Buff, Creak, Cube, Grind, Grinding, Hone, Ice, Icicle, Polish, Rasp, Rasping, Rub, Rubbing, Sand, Scour, Scrape, Scraping, Scratching, Screech, Scuffing, Sliding, Squeak, Stress, Wear",冰,挤压,挤压、刮擦、嘎吱声、吱吱声、尖锐声,,
ICE,HANDLE,ICEHndl,ICE,"Ice handling, picking up ice. Some overlap with ICE-MOVEMENT possible.","Catch, Clasp, Clench, Clutch, Cube, Down, Embrace, Grab, Grasp, Grip, Handle, Hold, Ice, Icicle, Pickup, Pluck, Seize, Set, Take, Throw, Toss",冰,抓取,拿、抓、放置、捡起、放下、扔、接,,
ICE,IMPACT,ICEImpt,ICE,"Pieces of ice dropping (without breaking). Ice hits, solid ice impacts that don't break.","Bang, Banging, Bash, Bump, Chop, Clang, Clap, Clink, Clunk, Collide, Colliding, Crash, Crashing, Cube, Drop, Hit, Hitting, Ice, Icicle, Impact, Impacting, Jolt, Knock, Pound, Ram, Slam, Slamming, Smack, Smacking, Smash, Strike, Striking, Thrust",冰,打击,击中、掉落、撞击、击碎、敲打、咣当、叮当声、砍,,
ICE,MISC,ICEMisc,ICE,Ice sounds not fitting another category in this list.,"Block, Cap, Chill, Crystal, Cube, Floe, Formation, Freeze, Frigid, Frost, Frostbite, Frosty, Frozen, Glacier, Ice, Icicle, Icy, Miscellaneous, Shard, Sheet, Solid, Wintry",冰,其它,各种各样的,,
ICE,MOVEMENT,ICEMvmt,ICE,"Ice sliding or rattling, maybe an object sliding across ice. See also ICE-HANDLE.","Calve, Calving, Cube, Drag, Drift, Float, Floating, Floe, Flow, Glide, Ice, Icicle, Move, Pile, Rattle, Roll, Shake, Shear, Shearing, Skid, Slide, Slip, Slither",冰,移动,拖动、滚动、晃动、摇晃,,
ICE,TONAL,ICETonl,ICE,"Tonal ice sounds, probably fairly rare, but that ice ping on a frozen lake would be one example.","Bowed, Cube, Frequency, Harmonic, Ice, Icicle, Melodic, Melodious, Musical, Ping, Pitch, Resonance, Resonant, Ring, Shing, Sonorous, Sound, Timbre, Tonal, Tone",冰,音乐性,弓、回响、余音,,
LASERS,BEAM,LASRBeam,LASR,"Steady laser beams, not a laser gun. So a James Bond style laser, a scientific laser.","Beam, Blast, Bolt, Emission, Energy, Flash, Gamma, Glare, Gleam, Laser, Lidar, Light, Maser, Projection, Pulse, Radiation, Ray, Shine, Spark, Stream",激光,光束,光束、伽马、射线,,
LASERS,GUN,LASRGun,LASR,"Classic laser guns, blasters, laser cannons. That thing that Ben Burtt made famous.","Beam, Blaster, Cannon, Phaser, Plasma, Ray, Weapon",激光,武器,等离子武器、冲击波、激光炮,,
LASERS,IMPACT,LASRImpt,LASR,"Classic laser impact sounds, from blaster hits.","Beam, Blast, Blaster, Burst, Explode, Hit, Impact, Ray, Sizzle, Strike",激光,打击,激光、冲击波、冲击、打击、嘶嘶声,,
LASERS,MISC,LASRMisc,LASR,Laser sounds not fitting another category in this list.,"Beam, Miscellaneous, Ray",激光,其它,各种各样的,,
LEATHER,CREAK,LETHRCreak,LETHR,"Leather creaks, jacket and bag creaks, saddle movements. Any creaking leather.","Cowhide, Creak, Deerskin, Groan, Hide, Nubuck, Pigskin, Saddle, Sheepskin, Squeak, Stress, Stretch, Suede, Tension",皮革,嘎吱,吱吱声、嘎吱声、挤压、紧绷,,
LEATHER,HANDLE,LETHRHndl,LETHR,"Leather handling, picking up a leather bag, putting on a leather jacket maybe. Some overlap with LEATHER-MOVEMENT possible.","Carry, Catch, Clasp, Clench, Clutch, Cowhide, Deerskin, Down, Embrace, Grab,  Grasp, Grip, Handle, Hide, Hold, Nubuck, Pickup, Pigskin, Seize, Set, Sheepskin, Suede, Take, Throw, Toss, Wield",皮革,抓取,拿、抓、放置、捡起、放下、扔、接,,
LEATHER,IMPACT,LETHRImpt,LETHR,"Hits and impacts of leather, leather bag or saddle dropping.","Bang, Banging, Bump, Clap, Collide, Colliding, Cowhide, Crash, Crashing, Deerskin, Grab, Hide, Hit, Hitting, Impact, Impacting, Nubuck, Pigskin, Pound, Punch, Ram, Sheepskin, Slam, Slamming, Smack, Smacking, Strike, Striking, Suede, Thrust, Thud, Thump, Whack",皮革,打击,击中、撞击、抓住、砰的一声、撞击声,,
LEATHER,MISC,LETHRMisc,LETHR,Leather sounds not fitting another category in this list.,"Animal, Cowhide, Deerskin, Goatskin, Hide, Lambskin, Leather, Miscellaneous, Nubuck, Pigskin, Rawhide, Sheepskin, Skin, Suede",皮革,其它,各种各样的,,
LEATHER,MOVEMENT,LETHRMvmt,LETHR,"Movement of Leather, definitely overlap with LEATHER-CREAK and LEATHER-HANDLE.","Bend, Cowhide, Deerskin, Flap, Flex, Flop, Hide, Maneuver, Movement, Nubuck, Pigskin, Rotate, Rustle, Sheepskin, Slide, Stretch, Suede, Sway, Swing, Turn, Twist",皮革,移动,扇动、抖动、沙沙声、移动、滑动,,
LIQUID & MUD,BUBBLES,LIQBubl,LIQ,"Mud and thicker than water, thick bubbles, viscous liquid. Things like Oil, gloopy thick liquids.","Boiling, Bubble, Bubbles, Burbling, Carbonation, Cavitation, Effervesce, Effervescence, Effervescent, Fizz, Foam, Froth, Frothy, Lather, Mud, Pop, Sparkle, Suds",液体与流体,气泡,气泡、泡沫、砰的一声、泥,,
LIQUID & MUD,IMPACT,LIQImpt,LIQ,"Mud and thicker than water, Splats and hit. Things like Oil, gloopy thick liquids.","Hit, Impact, Kerplunk, Mud, Plop, Plunk, Slap, Slosh, Smack, Spatter, Splat, Splatter, Squelch, Squish",液体与流体,打击,滴落、飞溅、击中、撞击、扑通、噗通、砰砰、泥,,
LIQUID & MUD,MISC,LIQMisc,LIQ,Mud and thicker than water sounds not fitting another category in this list.,"Caramel, Flow, Gel, Glue, Gravy, Honey, Miscellaneous, Movement, Oil, Paint, Resin, Slime, Sludge, Syrup, Tar, Viscosity",液体与流体,其它,各种各样的,,
LIQUID & MUD,MOVEMENT,LIQMvmt,LIQ,"Mud and thicker than water, oozing, slime, glooping. Things like Oil, gloopy thick liquids.","Flooding, Goo, Gushing, Leak, Mud, Ooze, Rushing, Seep, Slime, Sloshing, Splashing, Surging, Swirling",液体与流体,移动,软泥、粘液、粘性物、泥,,
LIQUID & MUD,SUCTION,LIQSuct,LIQ,"Thicker than water, disgusting liquidy suction, plunger sucks. Things like Oil, gloopy thick liquids.","Draw, Glomp, Mud, Plunger, Pull, Slurp, Suck, Suction, Vacuum",液体与流体,抽吸,吸、啜食、咕噜声、活塞、皮搋、泥浆,,
MACHINES,AMUSEMENT,MACHAmus,MACH,Theme park rides such as rollercoasters and carnival rides. Carnival game machines. General ambiences to go in AMBIENCE-AMUSEMENT.,"Apparatus, Bumper, Carousel, Carrousel, Cars, Coaster, Contraption, Device, Drop, Ferris, Flume, Freefall, Funhouse, Haunted, House, Kiddy, Line, Log, Machinery, Merry-Go-Round, Nickelodeon, Park, Pinball, Ride, Roller, Rollercoaster, Scrambler, Skeeball, Theme, Thrill, Tilt-A-Whirl, Tower, Waterslide, Wheel, Zip",机器,游乐,过山车、旋转木马、爬梯、旋转椅、儿童骑行、主题公园小火车、弹球、滚球,,
MACHINES,ANTIQUE,MACHAntq,MACH,"Old mechanical sewing machines, ancient looms, olive presses, a bit ambiguous but a very old mechanical machine.","Abacus, Adding, Antique, Apparatus, Arcade, Automaton, Babbage, Butter, Cash, Churn, Classic, Contraption, Device, Edison, Enigma, Guttenberg, Hand-Cranked, Heritage, Historic, Linotype, Loom, Machine, Machinery, Mimeograph, Nostalgic, Old-Fashioned, Olive, Press, Printing, Register, Retro, Sewing, Vintage",机器,老式,印刷机、缝纫机、橄榄压榨机、黄油搅拌机,,
MACHINES,APPLIANCE,MACHAppl,MACH,"General appliances, refrigerator, stove, oven, vacuum cleaner... AC and fans have their own category.","Air, Apparatus, Blender, Bread, Can, Cleaner, Coffee, Conditioner, Contraption, Cooker, Dehumidifier, Device, Dishwasher, Disposal, Dryer, Electric, Fan, Food, Fridge, Garbage, Griddle, Hair, Heater, Hot, Humidifier, Ice, Iron, Kettle, Machine, Machinery, Maker, Microwave, Mixer, Opener, Oven, Plate, Processor, Refrigerator, Rice, Sewing, Slow, Stand, Toaster, Vacuum, Waffle, Washing",机器,家电,烤箱、冰柜、冰箱、搅拌机、食物料理机、吹风机、制冰机、洗衣机、烘干机、熨斗、咖啡机、洗碗机、电动开罐器、垃圾处理机、加湿器、除湿机、缝纫机、烤面包机、华夫饼机、煎锅、烤盘,,
