raw,canonical,slot,note
入口,WOOD,detail,ucs_synonym_zh
全地域越野车,UTILITY,detail,ucs_synonym_zh
全屏,COMPUTER,detail,ucs_synonym_zh
全息图,ENERGY,detail,ucs_synonym_zh
全息成像,MACHINE,detail,ucs_synonym_zh
八哥,SONGBIRD,detail,ucs_synonym_zh
八音盒,TOY,detail,ucs_synonym_zh
公交车站,TRANSPORTATION,detail,ucs_synonym_zh
公众聚会,CELEBRATION,detail,ucs_synonym_zh
公共广场,PUBLIC PLACE,detail,ucs_synonym_zh
公共演讲,FUTZED,detail,ucs_synonym_zh
公告,FUTZED,detail,ucs_synonym_zh
公园,PARK,detail,ucs_synonym_zh
公园门,GATE,detail,ucs_synonym_zh
公用电话,TELEPHONE,detail,ucs_synonym_zh
公路,TRAFFIC,detail,ucs_synonym_zh
共鸣,TONAL,detail,ucs_synonym_zh
其他种类的动物,MISC,detail,ucs_synonym_zh
其他种类的环境,MISC,detail,ucs_synonym_zh
其他种类的警报,MISC,detail,ucs_synonym_zh
其他种类的飞机,MISC,detail,ucs_synonym_zh
其他空气声音,MISC,detail,ucs_synonym_zh
兽医医院,HOSPITAL,detail,ucs_synonym_zh
内城,URBAN,detail,ucs_synonym_zh
内燃机,COMBUSTION,detail,ucs_synonym_zh
内爆,COLLAPSE,detail,ucs_synonym_zh
内脏,FLESH,detail,ucs_synonym_zh
冒泡,REACTION,detail,ucs_synonym_zh
军刀,SWORD,detail,ucs_synonym_zh
军用无人机,MILITARY,detail,ucs_synonym_zh
军用飞机,MILITARY,detail,ucs_synonym_zh
军舰鸟,SEA,detail,ucs_synonym_zh
军船,INTERIOR,detail,ucs_synonym_zh
军警带,TACTICAL,detail,ucs_synonym_zh
军队,BATTLE,detail,ucs_synonym_zh
农作物,FARM,detail,ucs_synonym_zh
农场,FARM,detail,ucs_synonym_zh
农场门,GATE,detail,ucs_synonym_zh
农庄,FARM,detail,ucs_synonym_zh
农村,RURAL,detail,ucs_synonym_zh
农用飞机,PROP,detail,ucs_synonym_zh
农田,FARM,detail,ucs_synonym_zh
冬天,AIR,detail,ucs_synonym_zh
冰原,TUNDRA,detail,ucs_synonym_zh
冰壶,WINTER,detail,ucs_synonym_zh
冰川,TUNDRA,detail,ucs_synonym_zh
冰巨人,ELEMENTAL,detail,ucs_synonym_zh
冰怪物,ELEMENTAL,detail,ucs_synonym_zh
冰柜,APPLIANCE,detail,ucs_synonym_zh
冰球,SPORT,detail,ucs_synonym_zh
冰箱,APPLIANCE,detail,ucs_synonym_zh
冰雹,HAIL,detail,ucs_synonym_zh
冲击,IMPACT,detail,ucs_synonym_zh
冲击波,DESIGNED,detail,ucs_synonym_zh
冲刺,ANIMAL,detail,ucs_synonym_zh
冲床,INDUSTRIAL,detail,ucs_synonym_zh
冷风机,HVAC,detail,ucs_synonym_zh
减震弹簧,SUSPENSION,detail,ucs_synonym_zh
凤凰翼,CREATURE,detail,ucs_synonym_zh
凯门鳄,REPTILE,detail,ucs_synonym_zh
凳子,FURNITURE,detail,ucs_synonym_zh
出版,BOOK,detail,ucs_synonym_zh
击剑,COURT,detail,ucs_synonym_zh
击剑剑,SWORD,detail,ucs_synonym_zh
击发,MECHANISM,detail,ucs_synonym_zh
击碎,IMPACT,detail,ucs_synonym_zh
凿子,HAND,detail,ucs_synonym_zh
刀光,CLANG,detail,ucs_synonym_zh
刀具,HAND,detail,ucs_synonym_zh
刀剑,CLANG,detail,ucs_synonym_zh
分支机构,OFFICE,detail,ucs_synonym_zh
分散,CRASH & DEBRIS,detail,ucs_synonym_zh
分流,MECHANISM,detail,ucs_synonym_zh
分蘖,GARDEN,detail,ucs_synonym_zh
分轨,MIX,detail,ucs_synonym_zh
切丁,COOKING,detail,ucs_synonym_zh
切割,STAB,detail,ucs_synonym_zh
切片,COOKING,detail,ucs_synonym_zh
切碎,COOKING,detail,ucs_synonym_zh
切肉刀,KNIFE,detail,ucs_synonym_zh
刑罚机构,PRISON,detail,ucs_synonym_zh
划船机,GYM,detail,ucs_synonym_zh
划艇,ROWBOAT,detail,ucs_synonym_zh
划过,SWISH,detail,ucs_synonym_zh
初中,SCHOOL,detail,ucs_synonym_zh
刮刀,HAND,detail,ucs_synonym_zh
刮擦,Scrape,action,manual_restore
制冰机,APPLIANCE,detail,ucs_synonym_zh
制造,INDUSTRIAL,detail,ucs_synonym_zh
刹车异响,BRAKE,detail,ucs_synonym_zh
刺伤,SOURCE,detail,ucs_synonym_zh
刺拳,IMPACT,detail,ucs_synonym_zh
刺痛,STINGER,detail,ucs_synonym_zh
刺穿,STAB,detail,ucs_synonym_zh
刺网船,FISHING,detail,ucs_synonym_zh
刺耳声,BRAKE,detail,ucs_synonym_zh
前门,WOOD,detail,ucs_synonym_zh
剐蹭,FRICTION,detail,ucs_synonym_zh
剑龙,DINOSAUR,detail,ucs_synonym_zh
剥皮,FLESH,detail,ucs_synonym_zh
剥落,SKID,detail,ucs_synonym_zh
剪刀,OFFICE,detail,ucs_synonym_zh
割草机,GARDEN,detail,ucs_synonym_zh
力量器械,GYM,detail,ucs_synonym_zh
办公室,OFFICE,detail,ucs_synonym_zh
功夫,GYM,detail,ucs_synonym_zh
加压,HYDRAULIC & PNEUMATIC,detail,ucs_synonym_zh
加特林机枪,AUTOMATIC,detail,ucs_synonym_zh
动作人偶,MISC,detail,ucs_synonym_zh
动物屁,MISC,detail,ucs_synonym_zh
动物放屁,MISC,detail,ucs_synonym_zh
动荡,PROTEST,detail,ucs_synonym_zh
努力,EFFORTS,detail,ucs_synonym_zh
勾拳,IMPACT,detail,ucs_synonym_zh
包装纸,PACKAGING,detail,ucs_synonym_zh
包装胶带,TAPE,detail,ucs_synonym_zh
包裹,CONTAINER,detail,ucs_synonym_zh
化妆品,FASHION,detail,ucs_synonym_zh
北极,TUNDRA,detail,ucs_synonym_zh
区域列车,ELECTRIC,detail,ucs_synonym_zh
医务人员,EMERGENCY,detail,ucs_synonym_zh
医务室,HOSPITAL,detail,ucs_synonym_zh
医用,MEDICAL,detail,ucs_synonym_zh
半卡车,FREIGHT,detail,ucs_synonym_zh
半自动,RIFLE,detail,ucs_synonym_zh
华夫饼机,APPLIANCE,detail,ucs_synonym_zh
单击,CLICK,detail,ucs_synonym_zh
单板滑雪,WINTER,detail,ucs_synonym_zh
单桅帆船,SAILBOAT,detail,ucs_synonym_zh
单次,SAMPLE,detail,ucs_synonym_zh
单簧管,WOODWIND,detail,ucs_synonym_zh
单肩包,BAG,detail,ucs_synonym_zh
单车,BICYCLE,detail,ucs_synonym_zh
单轨列车,HIGH SPEED,detail,ucs_synonym_zh
单音喇叭,CELEBRATION,detail,ucs_synonym_zh
南极,TUNDRA,detail,ucs_synonym_zh
博物馆,PUBLIC PLACE,detail,ucs_synonym_zh
卡合,CLICK,detail,ucs_synonym_zh
卡宾枪,RIFLE,detail,ucs_synonym_zh
卡扣,RATCHET,detail,ucs_synonym_zh
卡林巴,PLUCKED,detail,ucs_synonym_zh
卡片,MISC,detail,ucs_synonym_zh
卡瓦尔木笛,WOODWIND,detail,ucs_synonym_zh
卡祖笛,MISC,detail,ucs_synonym_zh
卡西欧,SYNTHESIZED,detail,ucs_synonym_zh
卡车,FREIGHT,detail,ucs_synonym_zh
卡车门,DOOR,detail,ucs_synonym_zh
卡通弹跳声,BOING,detail,ucs_synonym_zh
卡通机器,MACHINE,detail,ucs_synonym_zh
卡通液体声,SPLAT,detail,ucs_synonym_zh
印刷机,ANTIQUE,detail,ucs_synonym_zh
印度班苏里笛,WOODWIND,detail,ucs_synonym_zh
卷尾猴,PRIMATE,detail,ucs_synonym_zh
卷积混响,IMPULSE RESPONSE,detail,ucs_synonym_zh
卷轴门,METAL,detail,ucs_synonym_zh
卸下,IMPACT,detail,ucs_synonym_zh
卸载,MOVEMENT,detail,ucs_synonym_zh
历史,HISTORICAL,detail,ucs_synonym_zh
压力,FRICTION,detail,ucs_synonym_zh
压力机,INDUSTRIAL,detail,ucs_synonym_zh
压扁,SPLAT,detail,ucs_synonym_zh
压板旋钮,TYPEWRITER,detail,ucs_synonym_zh
压碎,BREAK,detail,ucs_synonym_zh
压纸器,OFFICE,detail,ucs_synonym_zh
压缩机,PUMP,detail,ucs_synonym_zh
厕所,PLASTIC,detail,ucs_synonym_zh
原声吉他,PLUCKED,detail,ucs_synonym_zh
原始录音,SOURCE,detail,ucs_synonym_zh
原始文件,RAW,detail,ucs_synonym_zh
原始素材,SOURCE,detail,ucs_synonym_zh
原始采样,SAMPLE,detail,ucs_synonym_zh
厨师刀,KNIFE,detail,ucs_synonym_zh
厨房抽屉,WOOD,detail,ucs_synonym_zh
厨房炉灶,GAS,detail,ucs_synonym_zh
厨柜,CABINET,detail,ucs_synonym_zh
参考,REFERENCE,detail,ucs_synonym_zh
叉车蜂鸣,VEHICLE,detail,ucs_synonym_zh
双人沙发,FURNITURE,detail,ucs_synonym_zh
双人车,UTILITY,detail,ucs_synonym_zh
双层巴士,BUS,detail,ucs_synonym_zh
双枪管,SHOTGUN,detail,ucs_synonym_zh
双桅船,SAILBOAT,detail,ucs_synonym_zh
双簧管,WOODWIND,detail,ucs_synonym_zh
双翼飞机,PROP,detail,ucs_synonym_zh
双肩包,BAG,detail,ucs_synonym_zh
双节棍,BLUNT,detail,ucs_synonym_zh
双螺旋桨,PROP,detail,ucs_synonym_zh
双轮双座自行车,BICYCLE,detail,ucs_synonym_zh
双面胶带,TAPE,detail,ucs_synonym_zh
反光,SHIMMER,detail,ucs_synonym_zh
反向,RISER,detail,ucs_synonym_zh
反应,REACTION,detail,ucs_synonym_zh
反抗,PROTEST,detail,ucs_synonym_zh
反胃,VOMIT,detail,ucs_synonym_zh
发光,SHIMMER,detail,ucs_synonym_zh
发带,FASHION,detail,ucs_synonym_zh
发条玩具,MECHANICAL,detail,ucs_synonym_zh
受伤,CRYING,detail,ucs_synonym_zh
变形怪体,BLOB,detail,ucs_synonym_zh
叠浪,WAVE,detail,ucs_synonym_zh
口号,PROTEST,detail,ucs_synonym_zh
口吃,RHYTHMIC,detail,ucs_synonym_zh
口哨,HUMAN,detail,ucs_synonym_zh
口哨声,VOCAL,detail,ucs_synonym_zh
口簧琴,PLUCKED,detail,ucs_synonym_zh
口红,FASHION,detail,ucs_synonym_zh
口风琴,KEYED,detail,ucs_synonym_zh
古代,ANTIQUE,detail,ucs_synonym_zh
古希腊,HISTORICAL,detail,ucs_synonym_zh
古罗马,HISTORICAL,detail,ucs_synonym_zh
古老,ANTIQUE,detail,ucs_synonym_zh
古董,ANTIQUE,detail,ucs_synonym_zh
召唤,EVIL,detail,ucs_synonym_zh
叮咚,DOORBELL,detail,ucs_synonym_zh
叮当,CLANG,detail,ucs_synonym_zh
叮当声,IMPACT,detail,ucs_synonym_zh
可怕,EERIE,detail,ucs_synonym_zh
可爱,MISC,detail,ucs_synonym_zh
可爱动物叫,ANIMAL,detail,ucs_synonym_zh
台词,PRODUCTION,detail,ucs_synonym_zh
叶堆,LEAVES,detail,ucs_synonym_zh
叶子,MISC,detail,ucs_synonym_zh
叶漩涡,LEAVES,detail,ucs_synonym_zh
叹息,BREATH,detail,ucs_synonym_zh
叽叽喳喳,SOURCE,detail,ucs_synonym_zh
叽里呱啦,WALLA,detail,ucs_synonym_zh
各种各样的,MISC,detail,ucs_synonym_zh
合唱团,BIRDSONG,detail,ucs_synonym_zh
合成器,GRANULAR,detail,ucs_synonym_zh
合成的,DESIGNED,detail,ucs_synonym_zh
合法,TRADEMARKED,detail,ucs_synonym_zh
吉普车,MILITARY,detail,ucs_synonym_zh
吊坠,JEWELRY,detail,ucs_synonym_zh
吊扇,FAN,detail,ucs_synonym_zh
后备箱,MECHANISM,detail,ucs_synonym_zh
后期录音,ADR,detail,ucs_synonym_zh
吐出,SPIT,detail,ucs_synonym_zh
吐气,BLOW,detail,ucs_synonym_zh
吐痰,SPIT,detail,ucs_synonym_zh
吞下,EATING,detail,ucs_synonym_zh
吞噬,BURST,detail,ucs_synonym_zh
吠声,DOG,detail,ucs_synonym_zh
吱吱声,FRICTION,detail,ucs_synonym_zh
吸尘器,SUCTION,detail,ucs_synonym_zh
吸气,SUCTION,detail,ucs_synonym_zh
吸盘,POP,detail,ucs_synonym_zh
吸血蝙蝠,BAT,detail,ucs_synonym_zh
吸鼻子,SNIFF,detail,ucs_synonym_zh
吹气,BLOW,detail,ucs_synonym_zh
吹风机,APPLIANCE,detail,ucs_synonym_zh
呐喊,PANIC,detail,ucs_synonym_zh
呕吐物,VOMIT,detail,ucs_synonym_zh
呜呜,WHOOSH,detail,ucs_synonym_zh
呜呜声,SOURCE,detail,ucs_synonym_zh
呜呼声,SPORT,detail,ucs_synonym_zh
呜咽,CRYING,detail,ucs_synonym_zh
呸声,DESIGNED,detail,ucs_synonym_zh
呻吟,INTERIOR,detail,ucs_synonym_zh
呻吟声,SOURCE,detail,ucs_synonym_zh
呼叫铃,MISC,detail,ucs_synonym_zh
呼吸声,SOURCE,detail,ucs_synonym_zh
呼吸急促,SNORE,detail,ucs_synonym_zh
呼啸而过,SWISH,detail,ucs_synonym_zh
呼噜,CRACKLE,detail,ucs_synonym_zh
呼噜声,CAT DOMESTIC,detail,ucs_synonym_zh
呼气,BLOW,detail,ucs_synonym_zh
咆哮声,SOURCE,detail,ucs_synonym_zh
咒语,VOCAL,detail,ucs_synonym_zh
咔哒声,CLICK,detail,ucs_synonym_zh
咔嗒声,SOURCE,detail,ucs_synonym_zh
咕噜,SOURCE,detail,ucs_synonym_zh
咕噜声,SOURCE,detail,ucs_synonym_zh
咖啡厅,RESTAURANT & BAR,detail,ucs_synonym_zh
咖啡店,RESTAURANT & BAR,detail,ucs_synonym_zh
咚咚,KNOCK,detail,ucs_synonym_zh
咣当,IMPACT,detail,ucs_synonym_zh
咬合,BREAK,detail,ucs_synonym_zh
咳喘,BREATH,detail,ucs_synonym_zh
咳嗽,COUGH,detail,ucs_synonym_zh
哈巴狗,DOG,detail,ucs_synonym_zh
哈苏,CAMERA,detail,ucs_synonym_zh
响声,TONAL,detail,ucs_synonym_zh
哎呀,REACTION,detail,ucs_synonym_zh
哐啷,IMPACT,detail,ucs_synonym_zh
哑铃,GYM,detail,ucs_synonym_zh
哔哔声,VOCAL,detail,ucs_synonym_zh
哔音,TEST TONE,detail,ucs_synonym_zh
哥斯拉,MONSTER,detail,ucs_synonym_zh
哨音,WHISTLE,detail,ucs_synonym_zh
哼唧声,EFFORTS,detail,ucs_synonym_zh
哼唱,SINGING,detail,ucs_synonym_zh
唐刀,SWORD,detail,ucs_synonym_zh
唐纳雀,SONGBIRD,detail,ucs_synonym_zh
唔哼,REACTION,detail,ucs_synonym_zh
唱歌,SINGING,detail,ucs_synonym_zh
啁啾,BIRDSONG,detail,ucs_synonym_zh
啄木鸟,MISC,detail,ucs_synonym_zh
啄食,KISS,detail,ucs_synonym_zh
商场,PUBLIC PLACE,detail,ucs_synonym_zh
商店,PUBLIC PLACE,detail,ucs_synonym_zh
商店门,GLASS,detail,ucs_synonym_zh
商标,TRADEMARKED,detail,ucs_synonym_zh
啊哈,REACTION,detail,ucs_synonym_zh
啜泣,CRYING,detail,ucs_synonym_zh
啜食,SUCTION,detail,ucs_synonym_zh
啜饮,DRINKING,detail,ucs_synonym_zh
啧水,DRINKING,detail,ucs_synonym_zh
啪嗒,SOURCE,detail,ucs_synonym_zh
喂鸟器,GARDEN,detail,ucs_synonym_zh
喃喃自语,QUIET,detail,ucs_synonym_zh
喇叭,HORN,detail,ucs_synonym_zh
喉音,SOURCE,detail,ucs_synonym_zh
喊叫,BATTLE,detail,ucs_synonym_zh
喋喋不休,CONVERSATION,detail,ucs_synonym_zh
喘气,BREATH,detail,ucs_synonym_zh
喘鸣声,BREATH,detail,ucs_synonym_zh
喜剧俱乐部,LAUGHTER,detail,ucs_synonym_zh
喜鹊,CROW,detail,ucs_synonym_zh
喝倒彩,CHEER,detail,ucs_synonym_zh
喝彩,CHEER,detail,ucs_synonym_zh
喝饮料,DRINKING,detail,ucs_synonym_zh
喧闹,CELEBRATION,detail,ucs_synonym_zh
喷出,VOMIT,detail,ucs_synonym_zh
喷发,VOLCANO,detail,ucs_synonym_zh
喷墨打印机,OFFICE,detail,ucs_synonym_zh
喷壶,GARDEN,detail,ucs_synonym_zh
喷头,PLUMBING,detail,ucs_synonym_zh
喷射艇,RACING,detail,ucs_synonym_zh
喷气孔,FUMAROLE,detail,ucs_synonym_zh
喷气客机,INTERIOR,detail,ucs_synonym_zh
喷气背包,ROCKET,detail,ucs_synonym_zh
喷泉,FOUNTAIN,detail,ucs_synonym_zh
喷洒,CRASH & DEBRIS,detail,ucs_synonym_zh
喷雾,SPRAY,detail,ucs_synonym_zh
嗖嗖,MOVEMENT,detail,ucs_synonym_zh
嗬嗬,LAUGH,detail,ucs_synonym_zh
嗯哦,REACTION,detail,ucs_synonym_zh
嗳气,BURP,detail,ucs_synonym_zh
嘉年华,AMUSEMENT,detail,ucs_synonym_zh
嘎吱声,FRICTION,detail,ucs_synonym_zh
嘎嘎声,SHAKE,detail,ucs_synonym_zh
嘎拉嘎拉,MOVEMENT,detail,ucs_synonym_zh
嘘声,SPORT,detail,ucs_synonym_zh
嘘寒问暖,QUIET,detail,ucs_synonym_zh
嘟嘟,REAL,detail,ucs_synonym_zh
嘟囔,BABY,detail,ucs_synonym_zh
嘶哑,COUGH,detail,ucs_synonym_zh
嘶声怪,REPTILIAN,detail,ucs_synonym_zh
噌的一声,TONAL,detail,ucs_synonym_zh
噗噗,BURST,detail,ucs_synonym_zh
噗的一声,POOF,detail,ucs_synonym_zh
噗通,IMPACT,detail,ucs_synonym_zh
噘嘴,CRYING,detail,ucs_synonym_zh
器官,SOURCE,detail,ucs_synonym_zh
噪音,STATIC,detail,ucs_synonym_zh
噼啪,CLACK,detail,ucs_synonym_zh
嚎叫,TONAL,detail,ucs_synonym_zh
嚎叫声,SOURCE,detail,ucs_synonym_zh
四轮车,ATV,detail,ucs_synonym_zh
四轴飞行器,RADIO CONTROLLED,detail,ucs_synonym_zh
回流,TURBULENT,detail,ucs_synonym_zh
回燃,BURST,detail,ucs_synonym_zh
回车,TYPEWRITER,detail,ucs_synonym_zh
园艺剪,GARDEN,detail,ucs_synonym_zh
围巾,FASHION,detail,ucs_synonym_zh
围棋,BOARD,detail,ucs_synonym_zh
围网船,FISHING,detail,ucs_synonym_zh
国际象棋,BOARD,detail,ucs_synonym_zh
圆锯,POWER,detail,ucs_synonym_zh
土拨鼠,RODENT,detail,ucs_synonym_zh
土狼,DOG WILD,detail,ucs_synonym_zh
土豚,WILD,detail,ucs_synonym_zh
圣歌,SINGING,detail,ucs_synonym_zh
圣洁的,ANGELIC,detail,ucs_synonym_zh
圣甲虫,INSECT,detail,ucs_synonym_zh
圣经,BOOK,detail,ucs_synonym_zh
圣诞节,CELEBRATION,detail,ucs_synonym_zh
地堡,UNDERGROUND,detail,ucs_synonym_zh
地板,WOOD,detail,ucs_synonym_zh
地热,FUMAROLE,detail,ucs_synonym_zh
地牢,UNDERGROUND,detail,ucs_synonym_zh
地穴,STONE,detail,ucs_synonym_zh
地窖,UNDERGROUND,detail,ucs_synonym_zh
地铁喇叭,HORN,detail,ucs_synonym_zh
地铁站,TRANSPORTATION,detail,ucs_synonym_zh
地铁门,DOOR,detail,ucs_synonym_zh
地面嗡嗡声,BUZZ & HUM,detail,ucs_synonym_zh
地鼠,RODENT,detail,ucs_synonym_zh
坚果,INGREDIENTS,detail,ucs_synonym_zh
坠毁,CRASH & DEBRIS,detail,ucs_synonym_zh
坦布拉琴,PLUCKED,detail,ucs_synonym_zh
垃圾处理器,ELECTRIC,detail,ucs_synonym_zh
垃圾处理机,APPLIANCE,detail,ucs_synonym_zh
垃圾车,JALOPY,detail,ucs_synonym_zh
垫子,GYM,detail,ucs_synonym_zh
埋藏,UNDERGROUND,detail,ucs_synonym_zh
城区,URBAN,detail,ucs_synonym_zh
城市,URBAN,detail,ucs_synonym_zh
城市公园,PARK,detail,ucs_synonym_zh
城市巴士,BUS,detail,ucs_synonym_zh
城市线,ELECTRIC,detail,ucs_synonym_zh
城际列车,ELECTRIC,detail,ucs_synonym_zh
基诺,CASINO,detail,ucs_synonym_zh
堆肥器,GARDEN,detail,ucs_synonym_zh
塑料乐器,TONAL,detail,ucs_synonym_zh
塑料容器,CONTAINER,detail,ucs_synonym_zh
塑料框架,PLASTIC,detail,ucs_synonym_zh
塘鹅,SEA,detail,ucs_synonym_zh
填充,POUR,detail,ucs_synonym_zh
壁板,BLUNT,detail,ucs_synonym_zh
壁橱,WOOD,detail,ucs_synonym_zh
壁球,COURT,detail,ucs_synonym_zh
壁虎,REPTILE,detail,ucs_synonym_zh
声浪,CHEERING,detail,ucs_synonym_zh
声纳,SUBMARINE,detail,ucs_synonym_zh
壶铃,GYM,detail,ucs_synonym_zh
处理,HANDLE,detail,ucs_synonym_zh
备用蜂鸣,VEHICLE,detail,ucs_synonym_zh
复合弓,BOW,detail,ucs_synonym_zh
复合施工场景,CONSTRUCTION,detail,ucs_synonym_zh
复杂环境音,INTERIOR,detail,ucs_synonym_zh
复燃,IGNITE,detail,ucs_synonym_zh
外星语,ALIEN,detail,ucs_synonym_zh
外星鸟类,AVIAN,detail,ucs_synonym_zh
多功能车,UTILITY,detail,ucs_synonym_zh
多层素材合并,BOUNCE,detail,ucs_synonym_zh
多汁,SOURCE,detail,ucs_synonym_zh
夜总会,RESTAURANT & BAR,detail,ucs_synonym_zh
夜间空气,AIR,detail,ucs_synonym_zh
夜鹰,MISC,detail,ucs_synonym_zh
大会,SCHOOL,detail,ucs_synonym_zh
大口喝,DRINKING,detail,ucs_synonym_zh
大哭,CRYING,detail,ucs_synonym_zh
大喊大叫,PROTEST,detail,ucs_synonym_zh
大型喷气式飞机,INTERIOR,detail,ucs_synonym_zh
大型钻机,FREIGHT,detail,ucs_synonym_zh
大堂,PUBLIC PLACE,detail,ucs_synonym_zh
大奖赛,RACING,detail,ucs_synonym_zh
大学,SCHOOL,detail,ucs_synonym_zh
大惊小怪,BABY,detail,ucs_synonym_zh
大手帕,FASHION,detail,ucs_synonym_zh
大教堂,RELIGIOUS,detail,ucs_synonym_zh
大步,HUMAN,detail,ucs_synonym_zh
大炮,WARFARE,detail,ucs_synonym_zh
大爆炸,COMMERCIAL,detail,ucs_synonym_zh
大狗,DOG,detail,ucs_synonym_zh
大猩猩,PRIMATE,detail,ucs_synonym_zh
大猫,CAT DOMESTIC,detail,ucs_synonym_zh
大砍刀,SWORD,detail,ucs_synonym_zh
大笑,LAUGH,detail,ucs_synonym_zh
大脚怪,HUMANOID,detail,ucs_synonym_zh
大船,SHIP,detail,ucs_synonym_zh
大都会,URBAN,detail,ucs_synonym_zh
大都市,URBAN,detail,ucs_synonym_zh
大钟,LARGE,detail,ucs_synonym_zh
大锅,BUBBLES,detail,ucs_synonym_zh
大键琴,KEYED,detail,ucs_synonym_zh
大风,GUST,detail,ucs_synonym_zh
大黄蜂,INSECT,detail,ucs_synonym_zh
大齿轮,GEARS,detail,ucs_synonym_zh
天上,ETHEREAL,detail,ucs_synonym_zh
天上的,ANGELIC,detail,ucs_synonym_zh
天使翼,CREATURE,detail,ucs_synonym_zh
天梯,ARC,detail,ucs_synonym_zh
天狗,HUMANOID,detail,ucs_synonym_zh
天窗,GLASS,detail,ucs_synonym_zh
天鹅,FOWL,detail,ucs_synonym_zh
太阳镜,FASHION,detail,ucs_synonym_zh
太鼓,PERCUSSION,detail,ucs_synonym_zh
失真,DISTORTION,detail,ucs_synonym_zh
失败,GLITCH,detail,ucs_synonym_zh
头盔,ARMOR,detail,ucs_synonym_zh
夹克,ZIPPER,detail,ucs_synonym_zh
夹子,MEDICAL,detail,ucs_synonym_zh
夹板,ARMOR,detail,ucs_synonym_zh
夹钳,HAND,detail,ucs_synonym_zh
奇幻鸟类,AVIAN,detail,ucs_synonym_zh
奇怪,EERIE,detail,ucs_synonym_zh
套袖,FASHION,detail,ucs_synonym_zh
奥尔兹莫比尔,ANTIQUE,detail,ucs_synonym_zh
奥林巴斯,CAMERA,detail,ucs_synonym_zh
奥运会,SPORT,detail,ucs_synonym_zh
女人,FEMALE,detail,ucs_synonym_zh
女巫,SPELL,detail,ucs_synonym_zh
奶牛,FARM,detail,ucs_synonym_zh
妖术,SPELL,detail,ucs_synonym_zh
妖精,HUMANOID,detail,ucs_synonym_zh
始祖鸟,DINOSAUR,detail,ucs_synonym_zh
娃娃,MISC,detail,ucs_synonym_zh
婴儿推车,WHEELED,detail,ucs_synonym_zh
婴儿车,WHEELED,detail,ucs_synonym_zh
子弹击中,IMPACT,detail,ucs_synonym_zh
子弹头列车,HIGH SPEED,detail,ucs_synonym_zh
子弹带,TACTICAL,detail,ucs_synonym_zh
子弹撞击,IMPACT,detail,ucs_synonym_zh
子弹擦过,BY,detail,ucs_synonym_zh
子弹经过,BY,detail,ucs_synonym_zh
子弹飞过,BY,detail,ucs_synonym_zh
孔雀,TROPICAL,detail,ucs_synonym_zh
字典,BOOK,detail,ucs_synonym_zh
存钱罐,COIN,detail,ucs_synonym_zh
学前班,SCHOOL,detail,ucs_synonym_zh
学校走廊,SCHOOL,detail,ucs_synonym_zh
学院,SCHOOL,detail,ucs_synonym_zh
孩子们玩耍,CHILDREN,detail,ucs_synonym_zh
宇宙飞船,SCIFI,detail,ucs_synonym_zh
宇宙飞船内部,HITECH,detail,ucs_synonym_zh
宇航服,HITECH,detail,ucs_synonym_zh
安全带,MECHANISM,detail,ucs_synonym_zh
安全抽屉,METAL,detail,ucs_synonym_zh
安卓,CELLPHONE,detail,ucs_synonym_zh
安静的空气,AIR,detail,ucs_synonym_zh
宗教集会,RELIGIOUS,detail,ucs_synonym_zh
定时器,TIMER,detail,ucs_synonym_zh
实验室测试机,MEDICAL,detail,ucs_synonym_zh
实验室门,HITECH,detail,ucs_synonym_zh
客机,INTERIOR,detail,ucs_synonym_zh
客车,TRUCK VAN & SUV,detail,ucs_synonym_zh
室内雨,INTERIOR,detail,ucs_synonym_zh
家庭防盗报警器,ELECTRONIC,detail,ucs_synonym_zh
家用的,HOUSEHOLD,detail,ucs_synonym_zh
容器,CONTAINER,detail,ucs_synonym_zh
寂静,ROOM TONE,detail,ucs_synonym_zh
密集的城市,URBAN,detail,ucs_synonym_zh
富士,CAMERA,detail,ucs_synonym_zh
富士胶片,CAMERA,detail,ucs_synonym_zh
对焦,CAMERA,detail,ucs_synonym_zh
对话,PRODUCTION,detail,ucs_synonym_zh
寺庙,RELIGIOUS,detail,ucs_synonym_zh
寺庙钟,LARGE,detail,ucs_synonym_zh
导弹发射器,ARTILLERY,detail,ucs_synonym_zh
导火索,TORCH,detail,ucs_synonym_zh
封面,BOOK,detail,ucs_synonym_zh
射击,EMERGENCY,detail,ucs_synonym_zh
射线,BEAM,detail,ucs_synonym_zh
射钉枪,PNEUMATIC,detail,ucs_synonym_zh
小丑喇叭,HORN,detail,ucs_synonym_zh
小便,PEE,detail,ucs_synonym_zh
小卖部,RESTAURANT & BAR,detail,ucs_synonym_zh
小发明,MECHANISM,detail,ucs_synonym_zh
小口喝,DRINKING,detail,ucs_synonym_zh
小学,SCHOOL,detail,ucs_synonym_zh
小工具,HITECH,detail,ucs_synonym_zh
小曲,SINGING,detail,ucs_synonym_zh
小村庄,TOWN,detail,ucs_synonym_zh
小束,GUST,detail,ucs_synonym_zh
小狗,DOG,detail,ucs_synonym_zh
小猫,CAT DOMESTIC,detail,ucs_synonym_zh
小玩意,MECHANISM,detail,ucs_synonym_zh
小精灵,SMALL,detail,ucs_synonym_zh
小联盟,SPORT,detail,ucs_synonym_zh
小船,MOTORBOAT,detail,ucs_synonym_zh
小艇,MOTORBOAT,detail,ucs_synonym_zh
